"id","linnworks_code","product_name","category","supplier","invoice_currency","landed_price_gbp","sp1_value_gbp","sp2_value_gbp","sp3_value_gbp","sale_price_gbp","landed_price_eur","sp1_value_eur","sp2_value_eur","sp3_value_eur","sale_price_euro","import_dates","error"
"138","BMPSPACHO","Spa Supreme - Chocolate - Pedestal Mat (BT1153B)","Bath - Mats","THREEANG","GBP","3.16","7.11","7.9","11.06","7.99","3.54","8.85","9.73","13.27","9.99",,
"139","BMSPASAG","Spa Supreme - Sage - Bath Mat - 50x80cm (BT1154A)","Bath - Mats","THREEANG","GBP","3.98","8.95","9.95","13.92","10.99","4.46","11.14","12.25","16.71","14.99",,
"140","BM2PSPASAG","Spa Supreme - Sage - Bath Mat and Pedestal Set (BT1154C)","Bath - Mats","THREEANG","GBP","6.79","15.27","16.97","23.75","16.99","7.6","19","20.9","28.5","22.99",,
"141","BMPSPASAG","Spa Supreme - Sage - Pedestal Mat (BT1154B)","Bath - Mats","THREEANG","GBP","2.69","6.05","6.73","9.42","7.99","3.01","7.53","8.29","11.3","9.99",,
"142","BMSPASTO","Stone Bath Mat Set Pedestal Mat Luxury Spa Supreme Non Slip Bathroom Mats Rug ","Default",,"GBP","4.68","10.53","11.7","16.38","10.99","5.24","13.1","14.41","19.66","14.99",,
"143","BM2PSPASTO","Spa Supreme - Stone - Bath Mat and Pedestal Set (BT1155C)","Bath - Mats","THREEANG","GBP","6.49","14.61","16.23","22.73","16.99","7.27","18.18","20","27.27","22.99",,
"144","BMPSPASTO","Spa Supreme - Stone - Pedestal Mat (BT1155B)","Bath - Mats","THREEANG","GBP","2.69","6.05","6.73","9.42","7.99","3.01","7.53","8.29","11.3","9.99",,
"145","BMSPAWHI","Spa Supreme - White - Bath Mat - 50x80cm (BT1156A)","Bath - Mats","THREEANG","GBP","4.68","10.53","11.7","16.38","10.99","5.24","13.1","14.41","19.66","14.99",,
"146","BM2PSPAWHI","Spa Supreme - White - Bath Mat and Pedestal Set (BT1156C)","Bath - Mats","THREEANG","GBP","7.61","17.11","19.01","26.62","16.99","8.52","21.29","23.42","31.94","22.99",,
"147","BMPSPAWHI","Spa Supreme - White - Pedestal Mat (BT1156B)","Bath - Mats","THREEANG","GBP","2.69","6.05","6.73","9.42","7.99","3.01","7.53","8.29","11.3","9.99",,"This Price update for sku"
"148","TURKBMBLK","Turkish Cotton - Black - Bath Mat (BT1193)","Bath - Mats","HARWOODS","GBP","2.45","4.9","6.13","7.35","6.99","2.74","6.17","7.55","8.92","8.99",,"This Price update for sku"
"149","TURKBMCHOC","Turkish Cotton - Chocolate - Bath Mat (BT1192)","Bath - Mats","HARWOODS","GBP","2.45","4.9","6.13","7.35","6.99","2.74","6.17","7.55","8.92","8.99",,
"150","TURKBMCOB","Bath - Mats","Bath - Mats",,"GBP","2.45","4.9","6.13","7.35","6.99","2.74","6.17","7.55","8.92","8.99",,
"151","TURKBMCRM","Turkish Cotton - Cream - Bath Mat (BT1196)","Bath - Mats","HARWOODS","GBP","2.45","4.9","6.13","7.35","6.99","2.74","6.17","7.55","8.92","8.99",,
"152","TURKBMLTBLU","Turkish Cotton - Light Blue - Bath Mat (BT1197)","Bath - Mats","HARWOODS","GBP","2.45","4.9","6.13","7.35","6.99","2.74","6.17","7.55","8.92","8.99",,
"153","TURKBMLIL","Turkish Cotton - Lilac - Bath Mat (BT1190)","Bath - Mats","HARWOODS","GBP","2.45","4.9","6.13","7.35","6.99","2.74","6.17","7.55","8.92","8.99",,
"154","TURKBMPEACH","Turkish Cotton - Peach - Bath Mat (BT1198)","Bath - Mats","HARWOODS","GBP","2.45","4.9","6.13","7.35","6.99","2.74","6.17","7.55","8.92","8.99",,
"155","TURKBMPNK","Turkish Cotton - Pink - Bath Mat (BT1199)","Bath - Mats","HARWOODS","GBP","2.45","4.9","6.13","7.35","6.99","2.74","6.17","7.55","8.92","8.99",,
"156","TURKBMRASP","Turkish Cotton - Raspberry - Bath Mat (BT1191)","Bath - Mats","HARWOODS","GBP","2.45","4.9","6.13","7.35","6.99","2.74","6.17","7.55","8.92","8.99",,
"157","TURKBMRED","Turkish Cotton - Red - Bath Mat (BT1195)","Bath - Mats","HARWOODS","GBP","2.45","4.9","6.13","7.35","6.99","2.74","6.17","7.55","8.92","8.99",,
"158","TURKBMROY","Turkish Cotton - Royal Blue - Bath Mat (BT1194)","Bath - Mats","HARWOODS","GBP","2.45","4.9","6.13","7.35","6.99","2.74","6.17","7.55","8.92","8.99",,
"159","TURKBMGRN","Turkish Cotton - Sage - Bath Mat (BT1189)","Bath - Mats","HARWOODS","GBP","2.45","4.9","6.13","7.35","6.99","2.74","6.17","7.55","8.92","8.99",,
"160","TURKBMSTO","Turkish Cotton - Stone - Bath Mat (BT1202)","Bath - Mats","HARWOODS","GBP","2.45","4.9","6.13","7.35","6.99","2.74","6.17","7.55","8.92","8.99",,
"161","TURKBMWHT","Turkish Cotton - White - Bath Mat (BT1188)","Bath - Mats","HARWOODS","GBP","2.45","4.9","6.13","7.35","6.99","2.74","6.17","7.55","8.92","8.99",,
"162","EMBATHBS","Egyptian Cotton Embroidered - Bath Sheet - BATH TIME (BT1220D)","Bath - Towels","HARWOODS","GBP","7.25","14.5","18.13","21.75","16.99","8.12","18.27","22.33","26.39","22.99",,
"163","EMBIKEBS","Egyptian Cotton Embroidered - Bath Sheet - BICYCLE (BT1221D)","Bath - Towels","HARWOODS","GBP","6.5","13","16.25","19.5","16.99","7.28","16.38","20.02","23.66","22.99",,
"164","EMBUTTBS","Egyptian Cotton Embroidered - Bath Sheet - BUTTERFLY (BT1222D)","Bath - Towels","HARWOODS","GBP","6.5","13","16.25","19.5","16.99","7.28","16.38","20.02","23.66","22.99",,
"165","EMBATHBT","Egyptian Cotton Embroidered - Bath Towel - BATH TIME (BT1220C)","Bath - Towels","HARWOODS","GBP","4.5","9","11.25","13.5","11.99","5.04","11.34","13.86","16.38","16.99",,
"166","EMBIKEBT","Egyptian Cotton Embroidered - Bath Towel - BICYCLE (BT1221C)","Bath - Towels","HARWOODS","GBP","4.5","9","11.25","13.5","11.99","5.04","11.34","13.86","16.38","16.99",,
"167","EMBUTTBT","Portuguese Cotton 'Floral Butterfly' White Towels","Default",,"GBP","4.5","9","11.25","13.5","11.99","5.04","11.34","13.86","16.38","16.99",,
"168","EMBATHFT","Portuguese Cotton 'Bath Time' White Towels Vintage Bath Tub and Bubbles","Default",,"GBP","0.7","1.4","1.75","2.1","1.79","0.78","1.76","2.16","2.55","2.49",,
"169","EMBIKEFT","Portuguese Cotton 'Vintage Bike' White Towels Black Silhouette Bike and Flowers","Default",,"GBP","0.7","1.4","1.75","2.1","1.79","0.78","1.76","2.16","2.55","2.49",,
"170","EMBUTTFT","Egyptian Cotton Embroidered - Face Towel - BUTTERFLY (BT1222A)","Bath - Towels","HARWOODS","GBP","0.7","1.4","1.75","2.1","1.79","0.78","1.76","2.16","2.55","2.49",,
"171","EMBATHHT","Egyptian Cotton Embroidered - Hand Towel - BATH TIME (BT1220B)","Bath - Towels","HARWOODS","GBP","2.75","5.5","6.88","8.25","6.25","3.08","6.93","8.47","10.01","9.49",,
"172","EMBIKEHT","Egyptian Cotton Embroidered - Hand Towel - BICYCLE (BT1221B)","Bath - Towels","HARWOODS","GBP","2.5","5","6.25","7.5","6.25","2.8","6.3","7.7","9.1","9.49",,
"173","EMBUTTHT","Egyptian Cotton Embroidered - Hand Towel - BUTTERFLY (BT1222B)","Bath - Towels","HARWOODS","GBP","2.75","5.5","6.88","8.25","6.25","3.08","6.93","8.47","10.01","9.49",,
"174","EMBATHSET","Egyptian Cotton Embroidered - SET OF 3 TOWELS - BATH TIME","Bath - Towels","HARWOODS","GBP","0","0","0","0",,"0","0","0","0","26.99",,
"175","EMBIKESET","Egyptian Cotton Embroidered - SET OF 3 TOWELS - BICYCLE","Bath - Towels","HARWOODS","GBP","0","0","0","0",,"0","0","0","0","26.99",,
"176","EMBUTTSET","Egyptian Cotton Embroidered - SET OF 3 TOWELS - BUTTERFLY","Bath - Towels","HARWOODS","GBP","0","0","0","0",,"0","0","0","0","26.99",,
"177","LUXBSBLU","Luxury Combed Cotton Towel 500 GSM - Bath Sheet - Blue (BT1231D)","Bath - Towels","TERRYTEX","USD","3.57","8.91","10.7","14.26","9.99","4.04","11.1","13.11","17.15","14.99",,
"178","LUXBSCHE","Luxury Combed Cotton Towel 500 GSM - Bath Sheet - Chestnut (BT1233D)","Bath - Towels","TERRYTEX","USD","3.57","8.91","10.7","14.26","9.99","4.04","11.1","13.11","17.15","14.99",,
"179","LUXBSCRE","Luxury Combed Cotton Towel 500 GSM - Bath Sheet - Cream (BT1234D)","Bath - Towels","TERRYTEX","USD","3.57","8.91","10.7","14.26","9.99","4.04","11.1","13.11","17.15","14.99",,
"180","LUXBSFERN","Luxury Combed Cotton Towel 500 GSM - Bath Sheet - Fern Green (BT1235D)","Bath - Towels","TERRYTEX","USD","3.57","8.91","10.7","14.26","9.99","4.04","11.1","13.11","17.15","14.99",,
"181","LUXBSGRAPE","Luxury Combed Cotton Towel 500 GSM - Bath Sheet - Grape (BT1232D)","Bath - Towels","TERRYTEX","USD","3.57","8.91","10.7","14.26","9.99","4.04","11.1","13.11","17.15","14.99",,
"182","LUXBSNAV","Luxury Combed Cotton Towel 500 GSM - Bath Sheet - Navy Blue (BT1228D)","Bath - Towels","TERRYTEX","USD","3.57","8.91","10.7","14.26","9.99","4.04","11.1","13.11","17.15","14.99",,
"183","LUXBSSLA","Luxury Combed Cotton Towel 500 GSM - Bath Sheet - Slate (BT1229D)","Bath - Towels","TERRYTEX","USD","3.57","8.91","10.7","14.26","9.99","4.04","11.1","13.11","17.15","14.99",,
"184","LUXBSTEA","Luxury Combed Cotton Towel 500 GSM - Bath Sheet - Teal (BT1230D)","Bath - Towels","TERRYTEX","USD","3.57","8.91","10.7","14.26","9.99","4.04","11.1","13.11","17.15","14.99",,
"185","LUXBSWHT","Luxury Combed Cotton Towel 500 GSM - Bath Sheet - White (BT1227D)","Bath - Towels","TERRYTEX","USD","3.57","8.91","10.7","14.26","9.99","4.04","11.1","13.11","17.15","14.99",,
"186","LUXBTBLU","Luxury Combed Cotton Towel 500 GSM - Bath Towel - Blue (BT1231C)","Bath - Towels","TERRYTEX","USD","2.27","5.68","6.82","9.09","6.99","2.57","7.07","8.36","10.93","9.99",,
"187","LUXBTCHE","Luxury Combed Cotton Towel 500 GSM - Bath Towel - Chestnut (BT1233C)","Bath - Towels","TERRYTEX","USD","2.27","5.68","6.82","9.09","6.99","2.57","7.07","8.36","10.93","9.99",,
"188","LUXBTCRE","Luxury Combed Cotton Towel 500 GSM - Bath Towel - Cream (BT1234C)","Bath - Towels","TERRYTEX","USD","2.27","5.68","6.82","9.09","6.99","2.57","7.07","8.36","10.93","9.99",,
"189","LUXBTFERN","Luxury Combed Cotton Towel 500 GSM - Bath Towel - Fern Green (BT1235C)","Bath - Towels","TERRYTEX","USD","2.27","5.68","6.82","9.09","6.99","2.57","7.07","8.36","10.93","9.99",,
"190","LUXBTGRAPE","Luxury Combed Cotton Towel 500 GSM - Bath Towel - Grape (BT1232C)","Bath - Towels","TERRYTEX","USD","2.27","5.68","6.82","9.09","6.99","2.57","7.07","8.36","10.93","9.99",,
"191","LUXBTNAV","Luxury Combed Cotton Towel 500 GSM - Bath Towel - Navy Blue (BT1228C)","Bath - Towels","TERRYTEX","USD","2.27","5.68","6.82","9.09","6.99","2.57","7.07","8.36","10.93","9.99",,
"192","LUXBTSLA","Luxury Combed Cotton Towel 500 GSM - Bath Towel - Slate (BT1229C)","Bath - Towels","TERRYTEX","USD","2.27","5.68","6.82","9.09","6.99","2.57","7.07","8.36","10.93","9.99",,
"193","LUXBTTEA","Luxury Combed Cotton Towel 500 GSM - Bath Towel - Teal (BT1230C)","Bath - Towels","TERRYTEX","USD","2.27","5.68","6.82","9.09","6.99","2.57","7.07","8.36","10.93","9.99",,
"194","LUXBTWHT","Luxury Combed Cotton Towel 500 GSM - Bath Towel - White (BT1227C)","Bath - Towels","TERRYTEX","USD","2.27","5.68","6.82","9.09","6.99","2.57","7.07","8.36","10.93","9.99",,
"195","LUXFCBLU","Luxury Combed Cotton Towel 500 GSM - Face Cloth - Blue (BT1231A)","Bath - Towels","TERRYTEX","USD","0.26","0.66","0.79","1.05","0.89","0.3","0.82","0.96","1.26","1.19",,
"196","LUXFCCHE","Luxury Combed Cotton Towel 500 GSM - Face Cloth - Chestnut (BT1233A)","Bath - Towels","TERRYTEX","USD","0.26","0.66","0.79","1.05","0.89","0.3","0.82","0.96","1.26","1.19",,
"197","LUXFCCRE","Luxury Combed Cotton Towel 500 GSM - Face Cloth - Cream (BT1234A)","Bath - Towels","TERRYTEX","USD","0.26","0.66","0.79","1.05","0.89","0.3","0.82","0.96","1.26","1.19",,
"198","LUXFCFERN","Luxury Combed Cotton Towel 500 GSM - Face Cloth - Fern Green (BT1235A)","Bath - Towels","TERRYTEX","USD","0.26","0.66","0.79","1.05","0.89","0.3","0.82","0.96","1.26","1.19",,
"199","LUXFCGRAPE","Luxury Combed Cotton Towel 500 GSM - Face Cloth - Grape (BT1232A)","Bath - Towels","TERRYTEX","USD","0.26","0.66","0.79","1.05","0.89","0.3","0.82","0.96","1.26","1.19",,
"200","LUXFCNAV","Luxury Combed Cotton Towel 500 GSM - Face Cloth - Navy Blue (BT1228A)","Bath - Towels","TERRYTEX","USD","0.26","0.66","0.79","1.05","0.89","0.3","0.82","0.96","1.26","1.19",,
"201","LUXFCSLA","Luxury Combed Cotton Towel 500 GSM - Face Cloth - Slate (BT1229A)","Bath - Towels","TERRYTEX","USD","0.26","0.66","0.79","1.05","0.89","0.3","0.82","0.96","1.26","1.19",,
"202","LUXFCTEA","Luxury Combed Cotton Towel 500 GSM - Face Cloth - Teal (BT1230A)","Bath - Towels","TERRYTEX","USD","0.26","0.66","0.79","1.05","0.89","0.3","0.82","0.96","1.26","1.19",,
"203","LUXFCWHT","Luxury Combed Cotton Towel 500 GSM - Face Cloth - White (BT1227A)","Bath - Towels","TERRYTEX","USD","0.26","0.66","0.79","1.05","0.89","0.3","0.82","0.96","1.26","1.19",,
"204","LUXHTBLU","Luxury Combed Cotton Towel 500 GSM - Hand Towel - Blue (BT1231B)","Bath - Towels","TERRYTEX","USD","1.15","2.88","3.46","4.61","3.49","1.31","3.59","4.24","5.55","4.49",,
"205","LUXHTCHE","Luxury Combed Cotton Towel 500 GSM - Hand Towel - Chestnut (BT1233B)","Bath - Towels","TERRYTEX","USD","1.15","2.88","3.46","4.61","3.49","1.31","3.59","4.24","5.55","4.49",,
"206","LUXHTCRE","Luxury Combed Cotton Towel 500 GSM - Hand Towel - Cream (BT1234B)","Bath - Towels","TERRYTEX","USD","1.15","2.88","3.46","4.61","3.49","1.31","3.59","4.24","5.55","4.49",,
"207","LUXHTFERN","Luxury Combed Cotton Towel 500 GSM - Hand Towel - Fern Green (BT1235B)","Bath - Towels","TERRYTEX","USD","1.15","2.88","3.46","4.61","3.49","1.31","3.59","4.24","5.55","4.49",,
"208","LUXHTGRAPE","Luxury Combed Cotton Towel 500 GSM - Hand Towel - Grape (BT1232B)","Bath - Towels","TERRYTEX","USD","1.15","2.88","3.46","4.61","3.49","1.31","3.59","4.24","5.55","4.49",,
"209","LUXHTNAV","Luxury Combed Cotton Towel 500 GSM - Hand Towel - Navy Blue (BT1228B)","Bath - Towels","TERRYTEX","USD","1.15","2.88","3.46","4.61","3.49","1.31","3.59","4.24","5.55","4.49",,
"210","LUXHTSLA","Luxury Combed Cotton Towel 500 GSM - Hand Towel - Slate (BT1229B)","Bath - Towels","TERRYTEX","USD","1.15","2.88","3.46","4.61","3.49","1.31","3.59","4.24","5.55","4.49",,
"211","LUXHTTEA","Luxury Combed Cotton Towel 500 GSM - Hand Towel - Teal (BT1230B)","Bath - Towels","TERRYTEX","USD","1.15","2.88","3.46","4.61","3.49","1.31","3.59","4.24","5.55","4.49",,
"212","LUXHTWHT","Luxury Combed Cotton Towel 500 GSM - Hand Towel - White (BT1227B)","Bath - Towels","TERRYTEX","USD","1.15","2.88","3.46","4.61","3.49","1.31","3.59","4.24","5.55","4.49",,
"213","LUXJSBLU","Luxury Combed Cotton Towel 500 GSM - Jumbo Sheet - Blue (BT1231E)","Bath - Towels","TERRYTEX","USD","4.28","10.71","12.85","17.13","12.99","4.85","13.33","15.75","20.6","19.99",,
"214","LUXJSCHE","Luxury Combed Cotton Towel 500 GSM - Jumbo Sheet - Chestnut (BT1233E)","Bath - Towels","TERRYTEX","USD","4.28","10.71","12.85","17.13","12.99","4.85","13.33","15.75","20.6","19.99",,
"215","LUXJSCRE","Luxury Combed Cotton Towel 500 GSM - Jumbo Sheet - Cream (BT1234E)","Bath - Towels","TERRYTEX","USD","4.28","10.71","12.85","17.13","12.99","4.85","13.33","15.75","20.6","19.99",,
"216","LUXJSFERN","Luxury Combed Cotton Towel 500 GSM - Jumbo Sheet - Fern Green (BT1235E)","Bath - Towels","TERRYTEX","USD","4.28","10.71","12.85","17.13","12.99","4.85","13.33","15.75","20.6","19.99",,
"217","LUXJSGRAPE","Luxury Combed Cotton Towel 500 GSM - Jumbo Sheet - Grape (BT1232E)","Bath - Towels","TERRYTEX","USD","4.28","10.71","12.85","17.13","12.99","4.85","13.33","15.75","20.6","19.99",,
"218","LUXJSNAV","Luxury Combed Cotton Towel 500 GSM - Jumbo Sheet - Navy Blue (BT1228E)","Bath - Towels","TERRYTEX","USD","4.28","10.71","12.85","17.13","12.99","4.85","13.33","15.75","20.6","19.99",,
"219","LUXJSSLA","Luxury Combed Cotton Towel 500 GSM - Jumbo Sheet - Slate (BT1229E)","Bath - Towels","TERRYTEX","USD","4.28","10.71","12.85","17.13","12.99","4.85","13.33","15.75","20.6","19.99",,
"220","LUXJSTEA","Luxury Combed Cotton Towel 500 GSM - Jumbo Sheet - Teal (BT1230E)","Bath - Towels","TERRYTEX","USD","4.28","10.71","12.85","17.13","12.99","4.85","13.33","15.75","20.6","19.99",,
"221","LUXJSWHT","Luxury Combed Cotton Towel 500 GSM - Jumbo Sheet - White (BT1227E)","Bath - Towels","TERRYTEX","USD","4.28","10.71","12.85","17.13","12.99","4.85","13.33","15.75","20.6","19.99",,
"222","FLORCREBS","Portuguese Floral Printed - Bath Sheet - Cream (BT1224D)","Bath - Towels","HARWOODS","GBP","5.95","11.9","14.88","17.85","14.99","6.66","14.99","18.33","21.66","22.99",,
"223","FLORWHTBS","Portuguese Floral Printed - Bath Sheet - White (BT1223D)","Bath - Towels","HARWOODS","GBP","5.95","11.9","14.88","17.85","14.99","6.66","14.99","18.33","21.66","22.99",,
"224","FLORCREBT","Portuguese Floral Printed - Bath Towel - Cream (BT1224C)","Bath - Towels","HARWOODS","GBP","3.65","7.3","9.13","10.95","9.49","4.09","9.2","11.24","13.29","14.99",,
"225","FLORWHTBT","Portuguese Floral Printed - Bath Towel - White (BT1223C)","Bath - Towels","HARWOODS","GBP","3.65","7.3","9.13","10.95","9.49","4.09","9.2","11.24","13.29","14.99",,
"226","FLORCREFT","Portuguese Floral Printed - Face Towel - Cream (BT1224A)","Bath - Towels","HARWOODS","GBP","0.55","1.1","1.38","1.65","1.49","0.62","1.39","1.69","2","2.1",,
"227","FLORWHTFT","Portuguese Floral Printed - Face Towel - White (BT1223A)","Bath - Towels","HARWOODS","GBP","0.55","1.1","1.38","1.65","1.49","0.62","1.39","1.69","2","2.1",,
"228","FLORCREHT","Portuguese Floral Printed - Hand Towel - Cream (BT1224B)","Bath - Towels","HARWOODS","GBP","1.85","3.7","4.63","5.55","4.79","2.07","4.66","5.7","6.73","6.99",,
"229","FLORWHTHT","Portuguese Floral Printed - Hand Towel - White (BT1223B)","Bath - Towels","HARWOODS","GBP","1.85","3.7","4.63","5.55","4.79","2.07","4.66","5.7","6.73","6.99",,
"230","FLORCRESET","Portuguese Floral Printed - SET OF 3 TOWELS - Cream","Bath - Towels","FLORELLE","GBP","0","0","0","0",,"0","0","0","0","24.99",,
"231","FLORWHTSET","Portuguese Floral Printed - SET OF 3 TOWELS - White","Bath - Towels","FLORELLE","GBP","0","0","0","0",,"0","0","0","0","24.99",,
"232","SUPBSBLK","Supreme Combed Cotton Towel 700 GSM - Bath Sheet - Black (BT1237D)","Bath - Towels","TERRYTEX","USD","5.53","13.83","16.6","22.13","19.99","6.26","17.22","20.35","26.61","26.99",,
"233","SUPBSCHA","Supreme Combed Cotton Towel 700 GSM - Bath Sheet - Charcoal (BT1238D)","Bath - Towels","TERRYTEX","USD","5.53","13.83","16.6","22.13","19.99","6.26","17.22","20.35","26.61","26.99",,
"234","SUPBSSBLU","Supreme Combed Cotton Towel 700 GSM - Bath Sheet - Duck Egg Blue (BT1241D)","Bath - Towels","TERRYTEX","USD","5.53","13.83","16.6","22.13","19.99","6.26","17.22","20.35","26.61","26.99",,
"235","SUPBSOCH","Supreme Combed Cotton Towel 700 GSM - Bath Sheet - Ochre Gold (BT1240D)","Bath - Towels","TERRYTEX","USD","5.53","13.83","16.6","22.13","19.99","6.26","17.22","20.35","26.61","26.99",,
"236","SUPBSSIL","Supreme Combed Cotton Towel 700 GSM - Bath Sheet - Silver Grey (BT1239D)","Bath - Towels","TERRYTEX","USD","5.53","13.83","16.6","22.13","19.99","6.26","17.22","20.35","26.61","26.99",,
"237","SUPBSWHT","Supreme Combed Cotton Towel 700 GSM - Bath Sheet - White (BT1236D)","Bath - Towels","TERRYTEX","USD","5.53","13.83","16.6","22.13","19.99","6.26","17.22","20.35","26.61","26.99",,
"238","SUPBTBLK","Supreme Combed Cotton Towel 700 GSM - Bath Towel - Black (BT1237C)","Bath - Towels","TERRYTEX","USD","3.53","8.83","10.59","14.12","12.99","4","10.99","12.99","16.98","16.99",,
"239","SUPBTCHA","Supreme Combed Cotton Towel 700 GSM - Bath Towel - Charcoal (BT1238C)","Bath - Towels","TERRYTEX","USD","3.53","8.83","10.59","14.12","12.99","4","10.99","12.99","16.98","16.99",,
"240","SUPBTSBLU","Supreme Combed Cotton Towel 700 GSM - Bath Towel - Duck Egg Blue (BT1241C)","Bath - Towels","TERRYTEX","USD","3.53","8.83","10.59","14.12","12.99","4","10.99","12.99","16.98","16.99",,
"241","SUPBTOCH","Supreme Combed Cotton Towel 700 GSM - Bath Towel - Ochre Gold (BT1240C)","Bath - Towels","TERRYTEX","USD","3.53","8.83","10.59","14.12","12.99","4","10.99","12.99","16.98","16.99",,
"242","SUPBTSIL","Supreme Combed Cotton Towel 700 GSM - Bath Towel - Silver Grey (BT1239C)","Bath - Towels","TERRYTEX","USD","3.53","8.83","10.59","14.12","12.99","4","10.99","12.99","16.98","16.99",,
"243","SUPBTWHT","Supreme Combed Cotton Towel 700 GSM - Bath Towel - White (BT1236C)","Bath - Towels","TERRYTEX","USD","3.53","8.83","10.59","14.12","12.99","4","10.99","12.99","16.98","16.99",,
"244","SUPFCBLK","Supreme Combed Cotton Towel 700 GSM - Face Cloth - Black (BT1237A)","Bath - Towels","TERRYTEX","USD","0.38","0.96","1.15","1.54","1.49","0.44","1.2","1.41","1.85","1.99",,
"245","SUPFCCHA","Supreme Combed Cotton Towel 700 GSM - Face Cloth - Charcoal (BT1238A)","Bath - Towels","TERRYTEX","USD","0.38","0.96","1.15","1.54","1.49","0.44","1.2","1.41","1.85","1.99",,
"246","SUPFCSBLU","Supreme Combed Cotton Towel 700 GSM - Face Cloth - Duck Egg Blue (BT1241A)","Bath - Towels","TERRYTEX","USD","0.38","0.96","1.15","1.54","1.49","0.44","1.2","1.41","1.85","1.99",,
"247","SUPFCOCH","Supreme Combed Cotton Towel 700 GSM - Face Cloth - Ochre Gold (BT1240A)","Bath - Towels","TERRYTEX","USD","0.38","0.96","1.15","1.54","1.49","0.44","1.2","1.41","1.85","1.99",,
"248","SUPFCSIL","Supreme Combed Cotton Towel 700 GSM - Face Cloth - Silver Grey (BT1239A)","Bath - Towels","TERRYTEX","USD","0.38","0.96","1.15","1.54","1.49","0.44","1.2","1.41","1.85","1.99",,
"249","SUPFCWHT","Supreme Combed Cotton Towel 700 GSM - Face Cloth - White (BT1236A)","Bath - Towels","TERRYTEX","USD","0.38","0.96","1.15","1.54","1.49","0.44","1.2","1.41","1.85","1.99",,
