id,amazon_sku,channel_id,linnworks_code,price_uk,sale_price_uk,price_fr,sale_price_fr,price_de,sale_price_de,price_es,sale_price_es,price_ebay,sale_price_ebay,price_cdiscount,sale_price_cdiscount,prime_date,error
7357,CURMARBELASTRPMAU-4672.2_FBA,1,CURMARBELASTRPMAU-4672,69.99,52.98,,,,,,,,,,,NULL,Listing  error on line 1365 and Amazon sku CURMARBELASTRPMAU-4672.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7358,CURMARBELASTRPMAU-4690.2,1,CURMARBELASTRPMAU-4690,79.99,59.99,,,,,,,,,,,NULL,NULL
7359,CURMARBELASTRPMAU-4690.2_FBA,1,CURMARBELASTRPMAU-4690,79.99,64.98,,,,,,,,,,,NULL,Listing  error on line 1366 and Amazon sku CURMARBELASTRPMAU-4690.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7360,CURMARBELASTRPMAU-6654.2,1,CURMARBELASTRPMAU-6654,89.99,59.99,,,,,,,,,,,NULL,NULL
7361,CURMARBELASTRPMAU-6654.2_FBA,1,CURMARBELASTRPMAU-6654,89.99,64.98,,,,,,,,,,,NULL,Listing  error on line 1367 and Amazon sku CURMARBELASTRPMAU-6654.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7362,CURMARBELASTRPMAU-6672.2,1,CURMARBELASTRPMAU-6672,99.99,71.99,,,,,,,,,,,NULL,Listing  error on line 352 and Channel sku CURMARBELASTRPMAU-6672.2 :Web Price UK and Amazon UK Price Mismatch..
7363,CURMARBELASTRPMAU-6672.2_FBA,1,CURMARBELASTRPMAU-6672,99.99,76.98,,,,,,,,,,,NULL,Listing  error on line 1368 and Amazon sku CURMARBELASTRPMAU-6672.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7364,CURMARBELASTRPMAU-6690.2,1,CURMARBELASTRPMAU-6690,119.99,83.99,,,,,,,,,,,NULL,Listing  error on line 353 and Channel sku CURMARBELASTRPMAU-6690.2 :Web Price UK and Amazon UK Price Mismatch..
7365,CURMARBELASTRPMAU-6690.2_FBA,1,CURMARBELASTRPMAU-6690,119.99,88.98,,,,,,,,,,,NULL,Listing  error on line 1369 and Amazon sku CURMARBELASTRPMAU-6690.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7366,CURMARBELASTRPMAU-9054.2,1,CURMARBELASTRPMAU-9054,119.99,83.99,,,,,,,,,,,NULL,Listing  error on line 354 and Channel sku CURMARBELASTRPMAU-9054.2 :Web Price UK and Amazon UK Price Mismatch..
7367,CURMARBELASTRPMAU-9054.2_FBA,1,CURMARBELASTRPMAU-9054,119.99,88.98,,,,,,,,,,,NULL,Listing  error on line 1370 and Amazon sku CURMARBELASTRPMAU-9054.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7368,CURMARBELASTRPMAU-9072.2,1,CURMARBELASTRPMAU-9072,139.99,95.99,,,,,,,,,,,NULL,Listing  error on line 355 and Channel sku CURMARBELASTRPMAU-9072.2 :Web Price UK and Amazon UK Price Mismatch..
7369,CURMARBELASTRPMAU-9072.2_FBA,1,CURMARBELASTRPMAU-9072,139.99,100.98,,,,,,,,,,,NULL,Listing  error on line 1371 and Amazon sku CURMARBELASTRPMAU-9072.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7370,CURMARBELASTRPMAU-9090.2,1,CURMARBELASTRPMAU-9090,149.99,107.99,,,,,,,,,,,NULL,Listing  error on line 356 and Channel sku CURMARBELASTRPMAU-9090.2 :Web Price UK and Amazon UK Price Mismatch..
7371,CURMARBELASTRPMAU-9090.2_FBA,1,CURMARBELASTRPMAU-9090,149.99,112.98,,,,,,,,,,,NULL,Listing  error on line 1372 and Amazon sku CURMARBELASTRPMAU-9090.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7372,CURMARBELASTRPMAU-TIE.2,1,CURMARBELASTRPMAU-TIE,9.99,5.99,,,,,,,,,,,NULL,Listing  error on line 887 and Channel sku CURMARBELASTRPMAU-TIE.2 :Web Price UK and Amazon UK Price Mismatch..
7373,CURMARBELASTRPMAU-TIE.2_FBA,1,CURMARBELASTRPMAU-TIE,9.99,7.99,,,,,,,,,,,NULL,Listing  error on line 1373 and Amazon sku CURMARBELASTRPMAU-TIE.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7374,CURMARBELASWIRLBLU-4554.2,1,CURMARBELASWIRLBLU-4554,59.99,35.99,,,,,,,,,,,NULL,Listing  error on line 358 and Channel sku CURMARBELASWIRLBLU-4554.2 :Web Price UK and Amazon UK Price Mismatch..
7375,CURMARBELASWIRLBLU-4554.2_FBA,1,CURMARBELASWIRLBLU-4554,59.99,40.98,,,,,,,,,,,NULL,Listing  error on line 1374 and Amazon sku CURMARBELASWIRLBLU-4554.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7376,CURMARBELASWIRLBLU-4672.2,1,CURMARBELASWIRLBLU-4672,69.99,47.99,,,,,,,,,,,NULL,Listing  error on line 359 and Channel sku CURMARBELASWIRLBLU-4672.2 :Web Price UK and Amazon UK Price Mismatch..
7377,CURMARBELASWIRLBLU-4672.2_FBA,1,CURMARBELASWIRLBLU-4672,69.99,52.98,,,,,,,,,,,NULL,Listing  error on line 1375 and Amazon sku CURMARBELASWIRLBLU-4672.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7378,CURMARBELASWIRLBLU-4690.2,1,CURMARBELASWIRLBLU-4690,79.99,59.99,,,,,,,,,,,NULL,Listing  error on line 360 and Channel sku CURMARBELASWIRLBLU-4690.2 :Web Price UK and Amazon UK Price Mismatch..
7379,CURMARBELASWIRLBLU-4690.2_FBA,1,CURMARBELASWIRLBLU-4690,79.99,64.98,,,,,,,,,,,NULL,Listing  error on line 1376 and Amazon sku CURMARBELASWIRLBLU-4690.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7380,CURMARBELASWIRLBLU-6654.2,1,CURMARBELASWIRLBLU-6654,89.99,59.99,,,,,,,,,,,NULL,Listing  error on line 361 and Channel sku CURMARBELASWIRLBLU-6654.2 :Web Price UK and Amazon UK Price Mismatch..
7381,CURMARBELASWIRLBLU-6654.2_FBA,1,CURMARBELASWIRLBLU-6654,89.99,64.98,,,,,,,,,,,NULL,Listing  error on line 1377 and Amazon sku CURMARBELASWIRLBLU-6654.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7382,CURMARBELASWIRLBLU-6672.2,1,CURMARBELASWIRLBLU-6672,99.99,71.99,,,,,,,,,,,NULL,Listing  error on line 362 and Channel sku CURMARBELASWIRLBLU-6672.2 :Web Price UK and Amazon UK Price Mismatch..
7383,CURMARBELASWIRLBLU-6672.2_FBA,1,CURMARBELASWIRLBLU-6672,99.99,76.98,,,,,,,,,,,NULL,Listing  error on line 1378 and Amazon sku CURMARBELASWIRLBLU-6672.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7384,CURMARBELASWIRLBLU-6690.2,1,CURMARBELASWIRLBLU-6690,119.99,83.99,,,,,,,,,,,NULL,NULL
7385,CURMARBELASWIRLBLU-6690.2_FBA,1,CURMARBELASWIRLBLU-6690,119.99,88.98,,,,,,,,,,,NULL,Listing  error on line 1379 and Amazon sku CURMARBELASWIRLBLU-6690.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7386,CURMARBELASWIRLBLU-9054.2,1,CURMARBELASWIRLBLU-9054,119.99,83.99,,,,,,,,,,,NULL,Listing  error on line 364 and Channel sku CURMARBELASWIRLBLU-9054.2 :Web Price UK and Amazon UK Price Mismatch..
7387,CURMARBELASWIRLBLU-9054.2_FBA,1,CURMARBELASWIRLBLU-9054,119.99,88.98,,,,,,,,,,,NULL,Listing  error on line 1380 and Amazon sku CURMARBELASWIRLBLU-9054.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7388,CURMARBELASWIRLBLU-9072.2,1,CURMARBELASWIRLBLU-9072,139.99,95.99,,,,,,,,,,,NULL,NULL
7389,CURMARBELASWIRLBLU-9072.2_FBA,1,CURMARBELASWIRLBLU-9072,139.99,100.98,,,,,,,,,,,NULL,Listing  error on line 1381 and Amazon sku CURMARBELASWIRLBLU-9072.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7390,CURMARBELASWIRLBLU-9090.2,1,CURMARBELASWIRLBLU-9090,149.99,107.99,,,,,,,,,,,NULL,NULL
7391,CURMARBELASWIRLBLU-9090.2_FBA,1,CURMARBELASWIRLBLU-9090,149.99,112.98,,,,,,,,,,,NULL,Listing  error on line 1382 and Amazon sku CURMARBELASWIRLBLU-9090.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7392,CURMARBELASWIRLBLU-TIE.2,1,CURMARBELASWIRLBLU-TIE,9.99,5.99,,,,,,,,,,,NULL,Listing  error on line 907 and Channel sku CURMARBELASWIRLBLU-TIE.2 :Web Price UK and Amazon UK Price Mismatch..
7393,CURMARBELASWIRLBLU-TIE.2_FBA,1,CURMARBELASWIRLBLU-TIE,9.99,7.99,,,,,,,,,,,NULL,Listing  error on line 1383 and Amazon sku CURMARBELASWIRLBLU-TIE.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7394,CURMARBELASWIRLGLD-4554.2,1,CURMARBELASWIRLGLD-4554,59.99,35.99,,,,,,,,,,,NULL,Listing  error on line 368 and Channel sku CURMARBELASWIRLGLD-4554.2 :Web Price UK and Amazon UK Price Mismatch..
7395,CURMARBELASWIRLGLD-4554.2_FBA,1,CURMARBELASWIRLGLD-4554,59.99,40.98,,,,,,,,,,,NULL,Listing  error on line 1384 and Amazon sku CURMARBELASWIRLGLD-4554.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7396,CURMARBELASWIRLGLD-4672.2,1,CURMARBELASWIRLGLD-4672,69.99,47.99,,,,,,,,,,,NULL,Listing  error on line 369 and Channel sku CURMARBELASWIRLGLD-4672.2 :Web Price UK and Amazon UK Price Mismatch..
7397,CURMARBELASWIRLGLD-4672.2_FBA,1,CURMARBELASWIRLGLD-4672,69.99,52.98,,,,,,,,,,,NULL,Listing  error on line 1385 and Amazon sku CURMARBELASWIRLGLD-4672.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7398,CURMARBELASWIRLGLD-4690.2,1,CURMARBELASWIRLGLD-4690,79.99,59.99,,,,,,,,,,,NULL,Listing  error on line 370 and Channel sku CURMARBELASWIRLGLD-4690.2 :Web Price UK and Amazon UK Price Mismatch..
7399,CURMARBELASWIRLGLD-4690.2_FBA,1,CURMARBELASWIRLGLD-4690,79.99,64.98,,,,,,,,,,,NULL,Listing  error on line 1386 and Amazon sku CURMARBELASWIRLGLD-4690.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7400,CURMARBELASWIRLGLD-6654.2,1,CURMARBELASWIRLGLD-6654,89.99,59.99,,,,,,,,,,,NULL,Listing  error on line 371 and Channel sku CURMARBELASWIRLGLD-6654.2 :Web Price UK and Amazon UK Price Mismatch..
7401,CURMARBELASWIRLGLD-6654.2_FBA,1,CURMARBELASWIRLGLD-6654,89.99,64.98,,,,,,,,,,,NULL,Listing  error on line 1387 and Amazon sku CURMARBELASWIRLGLD-6654.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7402,CURMARBELASWIRLGLD-6672.2,1,CURMARBELASWIRLGLD-6672,99.99,71.99,,,,,,,,,,,NULL,Listing  error on line 372 and Channel sku CURMARBELASWIRLGLD-6672.2 :Web Price UK and Amazon UK Price Mismatch..
7403,CURMARBELASWIRLGLD-6672.2_FBA,1,CURMARBELASWIRLGLD-6672,99.99,76.98,,,,,,,,,,,NULL,Listing  error on line 1388 and Amazon sku CURMARBELASWIRLGLD-6672.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7404,CURMARBELASWIRLGLD-6690.2,1,CURMARBELASWIRLGLD-6690,119.99,83.99,,,,,,,,,,,NULL,Listing  error on line 373 and Channel sku CURMARBELASWIRLGLD-6690.2 :Web Price UK and Amazon UK Price Mismatch..
7405,CURMARBELASWIRLGLD-6690.2_FBA,1,CURMARBELASWIRLGLD-6690,119.99,88.98,,,,,,,,,,,NULL,Listing  error on line 1389 and Amazon sku CURMARBELASWIRLGLD-6690.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7406,CURMARBELASWIRLGLD-9054.2,1,CURMARBELASWIRLGLD-9054,119.99,83.99,,,,,,,,,,,NULL,Listing  error on line 374 and Channel sku CURMARBELASWIRLGLD-9054.2 :Web Price UK and Amazon UK Price Mismatch..
7407,CURMARBELASWIRLGLD-9054.2_FBA,1,CURMARBELASWIRLGLD-9054,119.99,88.98,,,,,,,,,,,NULL,Listing  error on line 1390 and Amazon sku CURMARBELASWIRLGLD-9054.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7408,CURMARBELASWIRLGLD-9072.2,1,CURMARBELASWIRLGLD-9072,139.99,95.99,,,,,,,,,,,NULL,Listing  error on line 375 and Channel sku CURMARBELASWIRLGLD-9072.2 :Web Price UK and Amazon UK Price Mismatch..
7409,CURMARBELASWIRLGLD-9072.2_FBA,1,CURMARBELASWIRLGLD-9072,139.99,100.98,,,,,,,,,,,NULL,Listing  error on line 1391 and Amazon sku CURMARBELASWIRLGLD-9072.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7410,CURMARBELASWIRLGLD-9090.2,1,CURMARBELASWIRLGLD-9090,149.99,107.99,,,,,,,,,,,NULL,Listing  error on line 376 and Channel sku CURMARBELASWIRLGLD-9090.2 :Web Price UK and Amazon UK Price Mismatch..
7411,CURMARBELASWIRLGLD-9090.2_FBA,1,CURMARBELASWIRLGLD-9090,149.99,112.98,,,,,,,,,,,NULL,Listing  error on line 1392 and Amazon sku CURMARBELASWIRLGLD-9090.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7412,CURMARBELASWIRLGLD-TIE.2,1,CURMARBELASWIRLGLD-TIE,9.99,5.99,,,,,,,,,,,NULL,Listing  error on line 927 and Channel sku CURMARBELASWIRLGLD-TIE.2 :Web Price UK and Amazon UK Price Mismatch..
7413,CURMARBELASWIRLGLD-TIE.2_FBA,1,CURMARBELASWIRLGLD-TIE,9.99,7.99,,,,,,,,,,,NULL,Listing  error on line 1393 and Amazon sku CURMARBELASWIRLGLD-TIE.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7414,CURMARBELASWIRLGRY-4554.2,1,CURMARBELASWIRLGRY-4554,59.99,35.99,,,,,,,,,,,NULL,Listing  error on line 378 and Channel sku CURMARBELASWIRLGRY-4554.2 :Web Price UK and Amazon UK Price Mismatch..
7415,CURMARBELASWIRLGRY-4554.2_FBA,1,CURMARBELASWIRLGRY-4554,59.99,40.98,,,,,,,,,,,NULL,Listing  error on line 1394 and Amazon sku CURMARBELASWIRLGRY-4554.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7416,CURMARBELASWIRLGRY-4672.2,1,CURMARBELASWIRLGRY-4672,69.99,47.99,,,,,,,,,,,NULL,Listing  error on line 379 and Channel sku CURMARBELASWIRLGRY-4672.2 :Web Price UK and Amazon UK Price Mismatch..
7417,CURMARBELASWIRLGRY-4672.2_FBA,1,CURMARBELASWIRLGRY-4672,69.99,52.98,,,,,,,,,,,NULL,Listing  error on line 1395 and Amazon sku CURMARBELASWIRLGRY-4672.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7418,CURMARBELASWIRLGRY-4690.2,1,CURMARBELASWIRLGRY-4690,79.99,59.99,,,,,,,,,,,NULL,Listing  error on line 380 and Channel sku CURMARBELASWIRLGRY-4690.2 :Web Price UK and Amazon UK Price Mismatch..
7419,CURMARBELASWIRLGRY-4690.2_FBA,1,CURMARBELASWIRLGRY-4690,79.99,64.98,,,,,,,,,,,NULL,Listing  error on line 1396 and Amazon sku CURMARBELASWIRLGRY-4690.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7420,CURMARBELASWIRLGRY-6654.2,1,CURMARBELASWIRLGRY-6654,89.99,59.99,,,,,,,,,,,NULL,Listing  error on line 381 and Channel sku CURMARBELASWIRLGRY-6654.2 :Web Price UK and Amazon UK Price Mismatch..
7421,CURMARBELASWIRLGRY-6654.2_FBA,1,CURMARBELASWIRLGRY-6654,89.99,64.98,,,,,,,,,,,NULL,Listing  error on line 1397 and Amazon sku CURMARBELASWIRLGRY-6654.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7422,CURMARBELASWIRLGRY-6672.2,1,CURMARBELASWIRLGRY-6672,99.99,71.99,,,,,,,,,,,NULL,Listing  error on line 382 and Channel sku CURMARBELASWIRLGRY-6672.2 :Web Price UK and Amazon UK Price Mismatch..
7423,CURMARBELASWIRLGRY-6672.2_FBA,1,CURMARBELASWIRLGRY-6672,99.99,76.98,,,,,,,,,,,NULL,Listing  error on line 1398 and Amazon sku CURMARBELASWIRLGRY-6672.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7424,CURMARBELASWIRLGRY-6690.2,1,CURMARBELASWIRLGRY-6690,119.99,83.99,,,,,,,,,,,NULL,Listing  error on line 383 and Channel sku CURMARBELASWIRLGRY-6690.2 :Web Price UK and Amazon UK Price Mismatch..
7425,CURMARBELASWIRLGRY-6690.2_FBA,1,CURMARBELASWIRLGRY-6690,119.99,88.98,,,,,,,,,,,NULL,Listing  error on line 1399 and Amazon sku CURMARBELASWIRLGRY-6690.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7426,CURMARBELASWIRLGRY-9054.2,1,CURMARBELASWIRLGRY-9054,119.99,83.99,,,,,,,,,,,NULL,Listing  error on line 384 and Channel sku CURMARBELASWIRLGRY-9054.2 :Web Price UK and Amazon UK Price Mismatch..
7427,CURMARBELASWIRLGRY-9054.2_FBA,1,CURMARBELASWIRLGRY-9054,119.99,88.98,,,,,,,,,,,NULL,Listing  error on line 1400 and Amazon sku CURMARBELASWIRLGRY-9054.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7428,CURMARBELASWIRLGRY-9072.2,1,CURMARBELASWIRLGRY-9072,139.99,95.99,,,,,,,,,,,NULL,Listing  error on line 385 and Channel sku CURMARBELASWIRLGRY-9072.2 :Web Price UK and Amazon UK Price Mismatch..
7429,CURMARBELASWIRLGRY-9072.2_FBA,1,CURMARBELASWIRLGRY-9072,139.99,100.98,,,,,,,,,,,NULL,Listing  error on line 1401 and Amazon sku CURMARBELASWIRLGRY-9072.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7430,CURMARBELASWIRLGRY-9090.2,1,CURMARBELASWIRLGRY-9090,149.99,107.99,,,,,,,,,,,NULL,Listing  error on line 386 and Channel sku CURMARBELASWIRLGRY-9090.2 :Web Price UK and Amazon UK Price Mismatch..
7431,CURMARBELASWIRLGRY-9090.2_FBA,1,CURMARBELASWIRLGRY-9090,149.99,112.98,,,,,,,,,,,NULL,Listing  error on line 1402 and Amazon sku CURMARBELASWIRLGRY-9090.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7432,CURMARBELASWIRLGRY-TIE.2,1,CURMARBELASWIRLGRY-TIE,9.99,5.99,,,,,,,,,,,NULL,Listing  error on line 947 and Channel sku CURMARBELASWIRLGRY-TIE.2 :Web Price UK and Amazon UK Price Mismatch..
7433,CURMARBELASWIRLGRY-TIE.2_FBA,1,CURMARBELASWIRLGRY-TIE,9.99,7.99,,,,,,,,,,,NULL,Listing  error on line 1403 and Amazon sku CURMARBELASWIRLGRY-TIE.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7434,CURMARBELASWIRLMAU-4554.2,1,CURMARBELASWIRLMAU-4554,59.99,35.99,,,,,,,,,,,NULL,Listing  error on line 388 and Channel sku CURMARBELASWIRLMAU-4554.2 :Web Price UK and Amazon UK Price Mismatch..
7435,CURMARBELASWIRLMAU-4554.2_FBA,1,CURMARBELASWIRLMAU-4554,59.99,40.98,,,,,,,,,,,NULL,Listing  error on line 1404 and Amazon sku CURMARBELASWIRLMAU-4554.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7436,CURMARBELASWIRLMAU-4672.2,1,CURMARBELASWIRLMAU-4672,69.99,47.99,,,,,,,,,,,NULL,NULL
7437,CURMARBELASWIRLMAU-4672.2_FBA,1,CURMARBELASWIRLMAU-4672,69.99,52.98,,,,,,,,,,,NULL,Listing  error on line 1405 and Amazon sku CURMARBELASWIRLMAU-4672.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7438,CURMARBELASWIRLMAU-4690.2,1,CURMARBELASWIRLMAU-4690,79.99,59.99,,,,,,,,,,,NULL,NULL
7439,CURMARBELASWIRLMAU-4690.2_FBA,1,CURMARBELASWIRLMAU-4690,79.99,64.98,,,,,,,,,,,NULL,Listing  error on line 1406 and Amazon sku CURMARBELASWIRLMAU-4690.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7440,CURMARBELASWIRLMAU-6654.2,1,CURMARBELASWIRLMAU-6654,89.99,59.99,,,,,,,,,,,NULL,NULL
7441,CURMARBELASWIRLMAU-6654.2_FBA,1,CURMARBELASWIRLMAU-6654,89.99,64.98,,,,,,,,,,,NULL,Listing  error on line 1407 and Amazon sku CURMARBELASWIRLMAU-6654.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7442,CURMARBELASWIRLMAU-6672.2,1,CURMARBELASWIRLMAU-6672,99.99,71.99,,,,,,,,,,,NULL,Listing  error on line 392 and Channel sku CURMARBELASWIRLMAU-6672.2 :Web Price UK and Amazon UK Price Mismatch..
7443,CURMARBELASWIRLMAU-6672.2_FBA,1,CURMARBELASWIRLMAU-6672,99.99,76.98,,,,,,,,,,,NULL,Listing  error on line 1408 and Amazon sku CURMARBELASWIRLMAU-6672.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7444,CURMARBELASWIRLMAU-6690.2,1,CURMARBELASWIRLMAU-6690,119.99,83.99,,,,,,,,,,,NULL,Listing  error on line 393 and Channel sku CURMARBELASWIRLMAU-6690.2 :Web Price UK and Amazon UK Price Mismatch..
7445,CURMARBELASWIRLMAU-6690.2_FBA,1,CURMARBELASWIRLMAU-6690,119.99,88.98,,,,,,,,,,,NULL,Listing  error on line 1409 and Amazon sku CURMARBELASWIRLMAU-6690.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7446,CURMARBELASWIRLMAU-9054.2,1,CURMARBELASWIRLMAU-9054,119.99,83.99,,,,,,,,,,,NULL,Listing  error on line 394 and Channel sku CURMARBELASWIRLMAU-9054.2 :Web Price UK and Amazon UK Price Mismatch..
7447,CURMARBELASWIRLMAU-9054.2_FBA,1,CURMARBELASWIRLMAU-9054,119.99,88.98,,,,,,,,,,,NULL,Listing  error on line 1410 and Amazon sku CURMARBELASWIRLMAU-9054.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7448,CURMARBELASWIRLMAU-9072.2,1,CURMARBELASWIRLMAU-9072,139.99,95.99,,,,,,,,,,,NULL,Listing  error on line 395 and Channel sku CURMARBELASWIRLMAU-9072.2 :Web Price UK and Amazon UK Price Mismatch..
7449,CURMARBELASWIRLMAU-9072.2_FBA,1,CURMARBELASWIRLMAU-9072,139.99,100.98,,,,,,,,,,,NULL,Listing  error on line 1411 and Amazon sku CURMARBELASWIRLMAU-9072.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7450,CURMARBELASWIRLMAU-9090.2,1,CURMARBELASWIRLMAU-9090,149.99,107.99,,,,,,,,,,,NULL,Listing  error on line 396 and Channel sku CURMARBELASWIRLMAU-9090.2 :Web Price UK and Amazon UK Price Mismatch..
7451,CURMARBELASWIRLMAU-9090.2_FBA,1,CURMARBELASWIRLMAU-9090,149.99,112.98,,,,,,,,,,,NULL,Listing  error on line 1412 and Amazon sku CURMARBELASWIRLMAU-9090.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7452,CURMARBELASWIRLMAU-TIE.2,1,CURMARBELASWIRLMAU-TIE,9.99,5.99,,,,,,,,,,,NULL,Listing  error on line 967 and Channel sku CURMARBELASWIRLMAU-TIE.2 :Web Price UK and Amazon UK Price Mismatch..
7453,CURMARBELASWIRLMAU-TIE.2_FBA,1,CURMARBELASWIRLMAU-TIE,9.99,7.99,,,,,,,,,,,NULL,Listing  error on line 1413 and Amazon sku CURMARBELASWIRLMAU-TIE.2_FBA :DM Price and Amazon UK Prime Price Mismatch..
7454,CURMULTISTR54,1,CURMULTISTR54,29.99,19.99,,,,,,,,,,,NULL,Listing  error on line 398 and Channel sku CURMULTISTR54 :Web Price UK and Amazon UK Price Mismatch..
7455,CURMULTISTR54_FBA,1,CURMULTISTR54,29.99,24.9,,,,,,,,,,,NULL,Listing  error on line 1414 and Amazon sku CURMULTISTR54_FBA :DM Price and Amazon UK Prime Price Mismatch..
7456,CURMULTSTRI90,1,CURMULTSTRI90,49.99,29.99,,,,,,,,,,,NULL,Listing  error on line 400 and Channel sku CURMULTSTRI90 :Web Price UK and Amazon UK Price Mismatch..
7457,CURMULTSTRI90_FBA,1,CURMULTSTRI90,49.99,34.9,,,,,,,,,,,NULL,Listing  error on line 433 and Amazon sku CURMULTSTRI90_FBA :DM Price and Amazon UK Prime Price Mismatch..
7458,CURNEWENG54,1,CURNEWENG54,29.99,19.99,,,,,,,,,,,NULL,Listing  error on line 401 and Channel sku CURNEWENG54 :Web Price UK and Amazon UK Price Mismatch..
7459,CURNEWENG54_FBA,1,CURNEWENG54,29.99,24.9,,,,,,,,,,,NULL,Listing  error on line 1415 and Amazon sku CURNEWENG54_FBA :DM Price and Amazon UK Prime Price Mismatch..
7460,CURNEWENG90,1,CURNEWENG90,49.99,29.99,,,,,,,,,,,NULL,Listing  error on line 403 and Channel sku CURNEWENG90 :Web Price UK and Amazon UK Price Mismatch..
7461,CURNEWENG90_FBA,1,CURNEWENG90,49.99,34.9,,,,,,,,,,,NULL,Listing  error on line 1417 and Amazon sku CURNEWENG90_FBA :DM Price and Amazon UK Prime Price Mismatch..
7462,CUROSAKA54,1,CUROSAKA54,29.99,19.99,,,,,,,,,,,NULL,Listing  error on line 404 and Channel sku CUROSAKA54 :Web Price UK and Amazon UK Price Mismatch..
7463,CUROSAKA54_FBA,1,CUROSAKA54,29.99,24.9,,,,,,,,,,,NULL,Listing  error on line 1418 and Amazon sku CUROSAKA54_FBA :DM Price and Amazon UK Prime Price Mismatch..
7464,CUROSAKA90,1,CUROSAKA90,49.99,29.99,,,,,,,,,,,NULL,Listing  error on line 406 and Channel sku CUROSAKA90 :Web Price UK and Amazon UK Price Mismatch..
7465,CUROSAKA90_FBA,1,CUROSAKA90,49.99,34.9,,,,,,,,,,,NULL,Listing  error on line 1420 and Amazon sku CUROSAKA90_FBA :DM Price and Amazon UK Prime Price Mismatch..
7466,CUROWL137,1,CUROWL137,29.99,19.99,,,,,,,,,,,NULL,NULL
7467,CUROWL137_FBA,1,CUROWL137,29.99,24.9,,,,,,,,,,,NULL,Listing  error on line 1421 and Amazon sku CUROWL137_FBA :DM Price and Amazon UK Prime Price Mismatch..
7468,CUROWL182,1,CUROWL182,39.99,24.99,,,,,,,,,,,NULL,Listing  error on line 408 and Channel sku CUROWL182 :Web Price UK and Amazon UK Price Mismatch..
7469,CUROWL182_FBA,1,CUROWL182,39.99,29.9,,,,,,,,,,,NULL,Listing  error on line 1422 and Amazon sku CUROWL182_FBA :DM Price and Amazon UK Prime Price Mismatch..
7470,CUROWL228,1,CUROWL228,49.99,29.99,,,,,,,,,,,NULL,Listing  error on line 409 and Channel sku CUROWL228 :Web Price UK and Amazon UK Price Mismatch..
7471,CUROWL228_FBA,1,CUROWL228,49.99,34.9,,,,,,,,,,,NULL,Listing  error on line 1423 and Amazon sku CUROWL228_FBA :DM Price and Amazon UK Prime Price Mismatch..
7472,CURPOLKBLU137,1,CURPOLKBLU137,29.99,19.99,,,,,,,,,,,NULL,Listing  error on line 410 and Channel sku CURPOLKBLU137 :Web Price UK and Amazon UK Price Mismatch..
