id,item_number,item_title,barcode_number,category_name,supp_name,supp_id,heights,widths,depths,weights
1,1000DEEPFITBEI-D,1000TC - Deep Fitted Sheet - Moonlight Beige - Double - Plain (BL1317B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1300
2,1000DEEPFITBEI-K,1000TC - Deep Fitted Sheet - Moonlight Beige - King - Plain (BL1317C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,1400
3,1000DEEPFITBEI-S,1000TC - Deep Fitted Sheet - Moonlight Beige -  Single - Plain (BL1317A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1100
4,1000DEEPFITBEI-SK,1000TC - Deep Fitted Sheet - Moonlight Beige - Super King - Plain (BL1317D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,1600
5,1000DEEPFITCRED,1000TC - Deep Fitted Sheet - Cream - Double - Plain (BL1344B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1100
6,1000DEEPFITCREK,1000TC - Deep Fitted Sheet - Cream - King  - Plain (BL1343C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1200
7,1000DEEPFITCRES,1000TC - Deep Fitted Sheet - Cream -  Single - Plain (BL1343A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,800
8,1000DEEPFITCRESK,1000TC - Deep Fitted Sheet - Cream - Super King - Plain (BL1343D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1400
9,1000DEEPFITDGRY-D,1000TC - Deep Fitted Sheet - Dark Grey - Double - Plain (BL1311B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1300
10,1000DEEPFITDGRY-K,1000TC - Deep Fitted Sheet - Dark Grey - King - Plain (BL1311C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,1400
11,1000DEEPFITDGRY-S,1000TC - Deep Fitted Sheet - Dark Grey - Single - Plain (BL1311A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1100
12,1000DEEPFITDGRY-SK,1000TC - Deep Fitted Sheet - Dark Grey - Super King - Plain (BL1311D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,1600
13,1000DEEPFITWHTD,1000TC - Deep Fitted Sheet - White - Double - Plain (BL1344B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1100
14,1000DEEPFITWHTK,1000TC - Deep Fitted Sheet - White - King- Plain (BL1344C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1200
15,1000DEEPFITWHTS,1000TC - Deep Fitted Sheet - White -  Single  - Plain (BL1344A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,800
16,1000DEEPFITWHTSK,1000TC - Deep Fitted Sheet - White - Super King - Plain (BL1344D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1400
17,1000DUVCRED,1000TC - Duvet Cover Set - Cream - Double (BL1190B),5.05597E+12,Default,,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,2100
18,1000DUVCREK,1000TC - Duvet Cover Set - Cream - King (BL1190C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,2600
19,1000DUVCRES,1000TC - Duvet Cover Set - Cream -  Single (BL1190A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1500
20,1000DUVCRESK,1000TC - Duvet Cover Set - Cream - Super King (BL1190D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,5,31,39,3000
21,1000DUVSETBEI155200,1000TC - Duvet Cover Set - Moonlight Beige  -  EU 1 - 155 x 200 - Plain (BL1319E),5.06042E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,1750
22,1000DUVSETBEI155220,1000TC - Duvet Cover Set - Moonlight Beige  -  EU 2 - 155 x 220 - Plain (BL1319F),5.06042E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,2000
23,1000DUVSETBEI240220,1000TC - Duvet Cover Set - Moonlight Beige  -  EU 3 - 240 x 220 - Plain (BL1319G),5.06042E+12,Default,,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,5,31,39,3100
24,1000DUVSETBEI-D,1000TC - Duvet Cover Set - Moonlight Beige - Double (BL1319B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,2100
25,1000DUVSETBEI-K,1000TC - Duvet Cover Set - Moonlight Beige - King (BL1319C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,2600
26,1000DUVSETBEI-S,1000TC - Duvet Cover Set - Moonlight Beige -  Single (BL1319A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1500
27,1000DUVSETBEI-SK,1000TC - Duvet Cover Set - Moonlight Beige - Super King (BL1319D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,5,31,39,3000
28,1000DUVSETCRE155200,1000TC - Duvet Cover Set - Cream  - EU1 - 155 x 200 - Plain (BL1190E),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,1750
29,1000DUVSETCRE155220,1000TC - Duvet Cover Set - Cream  - EU2 - 155 x 220 - Plain (BL1190F),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,2000
30,1000DUVSETCRE240220,1000TC - Duvet Cover Set - Cream  - EU3 - 240 x 220 - Plain (BL1190G),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,5,31,39,3100
31,1000DUVSETDGRY155200,1000TC - Duvet Cover Set - Dark Grey  -  EU 1 - 155 x 200 - Plain (BL1313E),5.06042E+12,Default,,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,1750
32,1000DUVSETDGRY155220,1000TC - Duvet Cover Set - Dark Grey  -  EU 2 - 155 x 220 - Plain (BL1313F),5.06042E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,2000
33,1000DUVSETDGRY240220,1000TC - Duvet Cover Set - Dark Grey  -  EU 3 - 240 x 220 - Plain (BL1313G),5.06042E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,5,31,39,3100
34,1000DUVSETDGRY-D,1000TC - Duvet Cover Set - Dark Grey - Double (BL1313B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,2100
35,1000DUVSETDGRY-K,1000TC - Duvet Cover Set - Dark Grey - King (BL1313C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,2600
36,1000DUVSETDGRY-S,1000TC - Duvet Cover Set - Dark Grey -  Single (BL1313A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1500
37,1000DUVSETDGRY-SK,1000TC - Duvet Cover Set - Dark Grey - Super King (BL1313D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,5,31,39,3000
38,1000DUVSETWHT155200,1000TC - Duvet Cover Set - White -  EU1 - 155 x 200 - Plain (BL1191E),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,1750
39,1000DUVSETWHT155220,1000TC - Duvet Cover Set - White -  EU2 - 155 x 220 - Plain (BL1191F),5.05597E+12,Default,,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,2000
40,1000DUVSETWHT240220,1000TC - Duvet Cover Set - White -  EU3 - 240 x 220 - Plain (BL1191G),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,5,31,39,3100
41,1000DUVWHTD,1000TC - Duvet Cover Set - White - Double (BL1191B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,2100
42,1000DUVWHTK,1000TC - Duvet Cover Set - White - King (BL1191C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,2600
43,1000DUVWHTS,1000TC - Duvet Cover Set - White -  Single (BL1191A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1500
44,1000DUVWHTSK,1000TC - Duvet Cover Set - White - Super King (BL1191D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,5,31,39,3000
45,1000FITCRED,1000TC - Fitted Sheet - Cream - Double - Plain (BL1192B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1100
46,1000FITCREK,1000TC - Fitted Sheet - Cream - King  - Plain (BL1192C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1200
47,1000FITCRES,1000TC - Fitted Sheet - Cream -  Single - Plain (BL1192A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,800
48,1000FITCRESD,1000TC - Fitted Sheet - Cream -  Small Double - Plain (BL1192E),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1000
49,1000FITCRESK,1000TC - Fitted Sheet - Cream - Super King - Plain (BL1192D),5.05597E+12,Default,,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,1400
50,1000FITTEDBEI100200,1000TC - Fitted Sheet - Moonlight Beige - EURO 100 x 200 cm (BL1316F),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1000
51,1000FITTEDBEI140200,1000TC - Fitted Sheet - Moonlight Beige - EURO 140 x 200 cm (BL1316G),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1200
52,1000FITTEDBEI160200,1000TC - Fitted Sheet - Moonlight Beige - EURO 160 x 200 cm (BL1316H),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1350
53,1000FITTEDBEI-D,1000TC - Fitted Sheet - Moonlight Beige - Double - Plain (BL1316C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1100
54,1000FITTEDBEI-K,1000TC - Fitted Sheet - Moonlight Beige - King - Plain (BL1316D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1200
55,1000FITTEDBEI-S,1000TC - Fitted Sheet - Moonlight Beige -  Single - Plain (BL1316A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,800
56,1000FITTEDBEI-SD,1000TC - Fitted Sheet - Moonlight Beige -  Small Double - Plain (BL1316B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1000
57,1000FITTEDBEI-SK,1000TC - Fitted Sheet - Moonlight Beige - Super King - Plain (BL1316E),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,1400
58,1000FITTEDCRE100200,1000TC - Fitted Sheet - Cream - EURO 100 x 200 cm (BL1192F),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1000
59,1000FITTEDCRE140200,1000TC - Fitted Sheet - Cream - EURO 140 x 200 cm (BL1192G),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1200
60,1000FITTEDCRE160200,1000TC - Fitted Sheet - Cream - EURO 160 x 200 cm (BL1192H),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1350
61,1000PCDGRY4040,1000TC - Pillow Case - 40 x 40 cm - Dark Grey - Plain (BL1314A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,20,25,150
62,1000PCDGRY4080,1000TC - Pillow Case - 40 x 80 cm - Dark Grey - Plain (BL1314B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,20,25,200
63,1000PCDGRY8080,1000TC - Pillow Case - 80 x 80 cm - Dark Grey (BL1314D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1.5,21,34,300
64,1000PCWHT4040,1000TC - Pillow Case - White - 40 x 40 cm - Plain (BL1197A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,20,25,150
65,1000PCWHT4080,1000TC - Pillow Case - White - 40 x 80 cm - Plain (BL1197B),5.05597E+12,Default,,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,20,25,200
66,1000PCWHT8080,1000TC - Pillow Case - White - 80 x 80 cm (BL1197C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1.5,21,34,300
67,1101,Microfibre - Duvet - 10.5tog -  Single (DP1110A),5.05597E+12,Duvets,KINGSUN/JINLIFA,efc0f966-a2e7-41ec-9d1c-b8c407a74d4a,20,55,65,2200
68,1102,Microfibre - Duvet - 10.5tog - Double (DP1110B),5.05597E+12,Duvets,KINGSUN/JINLIFA,efc0f966-a2e7-41ec-9d1c-b8c407a74d4a,22,55,65,3000
69,1103,Microfibre - Duvet - 10.5tog - King (DP1110C),5.05597E+12,Duvets,KINGSUN/JINLIFA,efc0f966-a2e7-41ec-9d1c-b8c407a74d4a,24,55,65,3700
70,1104,Microfibre - Duvet - 10.5tog - Super King (DP1110D),5.05597E+12,Duvets,KINGSUN/JINLIFA,efc0f966-a2e7-41ec-9d1c-b8c407a74d4a,26,55,65,4300
71,1105,Microfibre - Duvet - 13.5tog -  Single (DP1111A),5.05597E+12,Duvets,KINGSUN/JINLIFA,efc0f966-a2e7-41ec-9d1c-b8c407a74d4a,22,55,65,2400
72,1106,Microfibre - Duvet - 13.5tog - Double (DP1111B),5.05597E+12,Duvets,KINGSUN/JINLIFA,efc0f966-a2e7-41ec-9d1c-b8c407a74d4a,25,55,65,3400
73,1107,Microfibre - Duvet - 13.5tog - King (DP1111C),5.05597E+12,Duvets,KINGSUN/JINLIFA,efc0f966-a2e7-41ec-9d1c-b8c407a74d4a,28,55,65,4200
74,1108,Microfibre - Duvet - 13.5tog - Super King (DP1111D),5.05597E+12,Duvets,KINGSUN/JINLIFA,efc0f966-a2e7-41ec-9d1c-b8c407a74d4a,30,55,65,4700
75,1109,Goose Feather and Down - Duvet - 13.5tog -  Single (DP1107A),5.05597E+12,Duvets,KINGSUN/JINLIFA,efc0f966-a2e7-41ec-9d1c-b8c407a74d4a,25,55,65,2500
76,1110,Goose Feather and Down - Duvet - 13.5tog - Double (DP1107B),5.05597E+12,Duvets,KINGSUN/JINLIFA,efc0f966-a2e7-41ec-9d1c-b8c407a74d4a,28,55,65,3700
77,1111,Goose Feather and Down - Duvet - 13.5tog - King (DP1107C),5.05597E+12,Duvets,KINGSUN/JINLIFA,efc0f966-a2e7-41ec-9d1c-b8c407a74d4a,30,55,65,4500
78,1115,Dakota - Sideboard Small - Dark (FR1172),5.05597E+12,Furniture - Large,CUTSNCUR,f1d59d21-715b-414f-bd25-0a559b4dae15,83,53,104,35200
79,1116,Dakota - Sideboard - Large - Dark (FR1170),5.05597E+12,Furniture - Large,CUTSNCUR,f1d59d21-715b-414f-bd25-0a559b4dae15,83,53,143,67000
80,1117,Dakota - Mirror - Large - 90 x 110 - Dark (FR1160),5.05597E+12,Furniture - Medium,CUTSNCUR,f1d59d21-715b-414f-bd25-0a559b4dae15,0,0,0,17000
81,1118,Dakota - Bookcase Tall - Dark (FR1123),5.05597E+12,Furniture - Extra Large,CUTSNCUR,f1d59d21-715b-414f-bd25-0a559b4dae15,0,0,0,52000
82,1119A,Dakota - TV Unit 4 Drawer - Dark (FR1283),5.05597E+12,Furniture - Large,CUTSNCUR,f1d59d21-715b-414f-bd25-0a559b4dae15,56,48,108,34000
83,200BDYCASECRM,200TC - Pillow Case - Body - Cream (BL1142C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,21,34,200
84,200BDYCASEWHT,200TC - Pillow Case - Body - White (BL1154C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,21,34,200
85,200BODYGRP,200TC - Pillow Case - Body - Grape - Plain (BL1308),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,21,34,200
86,200BODYNAV,200TC - Pillow Case - Body - Navy - Plain (BL1292),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,21,34,200
87,200BODYSGRY,200TC - Pillow Case - Body - Silver Grey - Plain (BL1300),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,21,34,200
88,200DEEPFITBLK-D,200TC - Deep Fitted Sheet - Black - Double - Plain (BL1110B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,850
89,200DEEPFITBLK-K,200TC - Deep Fitted Sheet - Black - King - Plain (BL1110C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,900
90,200DEEPFITBLK-S,200TC - Deep Fitted Sheet - Black -  Single - Plain (BL1110A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,700
91,200DEEPFITBLK-SK,200TC - Deep Fitted Sheet - Black - Superking - Plain (BL1110D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,1000
92,200DEEPFITBLU-D,200TC - Deep Fitted Sheet - Blue - Double - Plain (BL1111B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,850
93,200DEEPFITBLU-K,200TC - Deep Fitted Sheet - Blue - King - Plain (BL1111C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,900
94,200DEEPFITBLU-S,200TC - Deep Fitted Sheet - Blue -  Single - Plain (BL1111A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,700
95,200DEEPFITBLU-SK,200TC - Deep Fitted Sheet - Blue - Super King - Plain (BL1111D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,1000
96,200DEEPFITCHOC-D,200TC - Deep Fitted Sheet - Chocolate - Double - Plain (BL1112B),5.05597E+12,Default,,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,850
97,200DEEPFITCHOC-K,200TC - Deep Fitted Sheet - Chocolate - King - Plain (BL1112C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,900
98,200DEEPFITCHOC-S,200TC - Deep Fitted Sheet - Chocolate -  Single - Plain (BL1112A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,700
99,200DEEPFITCHOC-SK,200TC - Deep Fitted Sheet - Chocolate - Super King - Plain (BL1112D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,1000
100,200DEEPFITCRE-D,200TC - Deep Fitted Sheet - Cream - Double - Plain (BL1113B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,850
101,200DEEPFITCRE-K,200TC - Deep Fitted Sheet - Cream - King - Plain (BL1113C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,900
102,200DEEPFITCRE-S,200TC - Deep Fitted Sheet - Cream -  Single - Plain (BL1113A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,700
103,200DEEPFITCRE-SK,200TC - Deep Fitted Sheet - Cream - Super King - Plain (BL1113D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,1000
104,200DEEPFITGRP-D,200TC - Deep Fitted Sheet - Grape - Double - Plain (BL1303B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,850
105,200DEEPFITGRP-K,200TC - Deep Fitted Sheet - Grape - King - Plain (BL1303C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,900
106,200DEEPFITGRP-S,200TC - Deep Fitted Sheet - Grape -  Single - Plain (BL1303A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,700
107,200DEEPFITGRP-SK,200TC - Deep Fitted Sheet - Grape - Super King - Plain (BL1303D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,1000
108,200DEEPFITNAV-D,200TC - Deep Fitted Sheet - Navy - Double - Plain (BL1287B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,850
109,200DEEPFITNAV-K,200TC - Deep Fitted Sheet - Navy - King - Plain (BL1287C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,900
110,200DEEPFITNAV-S,200TC - Deep Fitted Sheet - Navy -  Single - Plain (BL1287A),5.06042E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,700
111,200DEEPFITNAV-SK,200TC - Deep Fitted Sheet - Navy - Super King - Plain (BL1287D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,1000
112,200DEEPFITPINK-D,200TC - Deep Fitted Sheet - Pink - Double - Plain (BL1114B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,850
113,200DEEPFITPINK-K,200TC - Deep Fitted Sheet - Pink - King - Plain (BL1114C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,900
114,200DEEPFITPINK-S,200TC - Deep Fitted Sheet - Pink -  Single - Plain (BL1114A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,700
115,200DEEPFITPINK-SK,200TC - Deep Fitted Sheet - Pink - Super King - Plain (BL1114D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,1000
116,200DEEPFITPLUM-D,200TC - Deep Fitted Sheet - Plum - Double - Plain (BL1115B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,850
117,200DEEPFITPLUM-K,200TC - Deep Fitted Sheet - Plum - King - Plain (BL1115C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,900
118,200DEEPFITPLUM-S,200TC - Deep Fitted Sheet - Plum -  Single - Plain (BL1115A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,700
119,200DEEPFITPLUM-SK,200TC - Deep Fitted Sheet - Plum - Super King - Plain (BL1115D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,1000
