id,item_number,item_title,barcode_number,category_name,supp_name,supp_id,heights,widths,depths,weights
7904,SOFCUTYELLOW07,Curtians - Sofia - Yellow - 90 x 54 Inch (SF1964G),5.02125E+12,Curtains,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,0
7905,SOFCUTYELLOW08,Curtians - Sofia - Yellow - 90 x 72 Inch (SF1964H),5.02125E+12,Curtains,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,0
7906,SOFCUTYELLOW09,Curtians - Sofia - Yellow - 90 x 90 Inch (SF1964I),5.02125E+12,Curtains,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,0
7907,SOFTIEPINK01,Tie Back Pair - Sofia - Pink - 26 (SF1965),5.02125E+12,Curtains,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,0
7908,SOFTIEYELLOW01,Tie Back Pair - Sofia - Yellow - 26 (SF1966),5.02125E+12,Curtains,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,0
7909,SOLBEDBRA-K,Soloman - Bed - Brass - King (SE1130A),5.05597E+12,Furniture - Extra Large,SERENE,6f92a1c2-17a3-4835-8ac4-449396c9ecb8,0,0,0,54080
7910,SOLBEDBRA-SK,Soloman - Bed - Brass - Super King (SE1130B),5.05597E+12,Furniture - Extra Large,SERENE,6f92a1c2-17a3-4835-8ac4-449396c9ecb8,0,0,0,57340
7911,SOLBEDNIK-K,Soloman - Bed - Nickle - King (SE1131A),5.05597E+12,Furniture - Extra Large,SERENE,6f92a1c2-17a3-4835-8ac4-449396c9ecb8,0,0,0,54760
7912,SOLBEDNIK-SK,Soloman - Bed - Nickle - Super King (SE1131B),5.05597E+12,Furniture - Extra Large,SERENE,6f92a1c2-17a3-4835-8ac4-449396c9ecb8,0,0,0,57080
7913,SOLIDBLKTC180R,Solid - Black - Table Cloth - 70 Round (KT1196D),5.05597E+12,Kitchen - Table Linen,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,30,35,650
7914,SOLIDBLUTC180R,Solid - Blue - Table Cloth - 70 Round (KT1555D),5.05597E+12,Kitchen - Table Linen,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,30,35,650
7915,SOLIDCHOCTC180R,"Solid - Chocolate - Table Cloth - 70"" Round (KT1201D)",5.05597E+12,Kitchen - Table Linen,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,30,35,650
7916,SOLIDCREMTC180R,Solid - Cream - Table Cloth - 70 Round (KT1205D),5.05597E+12,Kitchen - Table Linen,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,30,35,650
7917,SOLIDGRYTC180R,Solid - Grey - Table Cloth - 70 Round (KT1556D),5.05597E+12,Kitchen - Table Linen,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,30,35,650
7918,SOLIDLIMEPM,PMB - Lime - 6 Placemat 1 Runner 6 Napkin Set (KT1152),5.05597E+12,Kitchen - Table Linen,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1600
7919,SOLIDLIMEPMA,PMA - Lime - 4 Placemat 1 Runner 4 Napkin Set (KT1147),5.05597E+12,Ktichen - Table Linen/Discontinued,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1000
7920,SOLIDLIMETC180R,Solid - Lime Green - Table Cloth - 70 Round (KT1209D),5.05597E+12,Kitchen - Table Linen,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,30,35,650
7921,SOLIDLIMETCA,TCA - Lime - 54 x 54 ** (KT1157A),5.05597E+12,Ktichen - Table Linen/Discontinued,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,730
7922,SOLIDLIMETCB,TCB - Lime - 54 x 70 ** (KT1157B),5.05597E+12,Ktichen - Table Linen/Discontinued,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,780
7923,SOLIDMAUTC180R,Solid - Mauve - Table Cloth - 70 Round (KT1560D),5.05597E+12,Kitchen - Table Linen,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,30,35,650
7924,SOLIDNAVYTC180R,Solid - Navy - Table Cloth - 70 Round (KT1557D),5.05597E+12,Kitchen - Table Linen,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,30,35,650
7925,SOLIDORGTC180R,"Solid - Orange - Table Cloth - 70"" Round (KT1237D)",5.05597E+12,Kitchen - Table Linen,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,30,35,650
7926,SOLIDPRPLTC180R,Solid - Purple - Table Cloth - 70 Round (KT1558D),5.05597E+12,Kitchen - Table Linen,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,30,35,650
7927,SOLIDWHITC180R,Solid - White - Table Cloth - 70 Round (KT1213D),5.05597E+12,Kitchen - Table Linen,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,30,35,650
7928,SOLIDYELTC180R,Solid - Yellow- Table Cloth - 70 Round (KT1559D),5.05597E+12,Kitchen - Table Linen,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,30,35,650
7929,SPB1-DD-BLACK,Smart Parcel Delivery Box - DOUBLE DOOR - Standard - Black,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,44,47,108,21020
7930,SPB1-DD-GREEN,Smart Parcel Delivery Box - DOUBLE DOOR - Standard - Green,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,44,47,108.5,21020
7931,SPB1-DD-GREY,Smart Parcel Delivery Box - DOUBLE DOOR - Standard - Dark Grey,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,44,47,108.5,21020
7932,SPB1-DD-RED,Smart Parcel Delivery Box - DOUBLE DOOR - Standard - Red,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,44,47,108.5,21020
7933,SPB1-DD-XL-BLACK,Smart Parcel Delivery Box - DOUBLE DOOR - Extra Large - Black,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,49.5,60,108.5,24540
7934,SPB1-DD-XL-GREEN,Smart Parcel Delivery Box - DOUBLE DOOR - Extra Large - Green,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,49.5,60,108.5,24540
7935,SPB1-DD-XL-GREY,Smart Parcel Delivery Box - DOUBLE DOOR - Extra Large - Dark Grey,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,49.5,60,108.5,24540
7936,SPB1-DD-XL-RED,Smart Parcel Delivery Box - DOUBLE DOOR - Extra Large - Red,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,49,60,108.5,24540
7937,SPB-APT-GREY,Smart Parcel Delivery Box - Appartment Size - Dark Grey - Set,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,107,13.5,46.5,25900
7938,SPB-APT-GREY-B,Smart Parcel Delivery Box - Appartment Size - Dark Grey - BOTTOM,,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,107,13.5,46.5,12950
7939,SPB-APT-GREY-T,Smart Parcel Delivery Box - Appartment Size - Dark Grey - TOP,,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,107,13.5,46.5,12950
7940,SPB-M-BLACK,Smart Parcel Delivery Box - Medium - Black,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,40,50,65,10960
7941,SPB-M-BLUE,Smart Parcel Delivery Box - Medium - Blue,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,40,50,65,10960
7942,SPB-M-CREAM,Smart Parcel Delivery Box - Medium - Cream,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,40,50,65,10960
7943,SPB-M-GREEN,Smart Parcel Delivery Box - Medium - Green,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,40,50,65,10960
7944,SPB-M-GREY,Smart Parcel Delivery Box - Medium - Dark Grey,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,40,50,65,10960
7945,SPB-M-RED,Smart Parcel Delivery Box - Medium - Red,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,40,50,65,10960
7946,SPB-M-YELLOW,Smart Parcel Delivery Box - Medium - Yellow,5.05597E+12,Delivery Boxes,TB-JDY,0ed0502e-2ced-4fc3-866c-02c993d19ceb,40,50,65,10960
7947,SPEAKER,Speaker - Music Pillow,,PRODUCTION,KINGSUN/JINLIFA,efc0f966-a2e7-41ec-9d1c-b8c407a74d4a,0,0,0,100
7948,SPRINGPIL,Microfibre - Spring Pillow - Standard Size (DP1219),5.05597E+12,Pillows,QINGDAO,e985feba-6dd2-4514-85aa-3d4bc5eee2ad,25,50,75,1300
7949,STOOLEDTART32RO,Stool - Edward Tartan Red Top - w/ Wooden Legs - 32cm - Round (SF1572),5.05597E+12,Pouffes & Bean Bags,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,0,0,0,4000
7950,STOOLEDTART62RO,Stool - Edward Tartan Red Top - w/ Wooden Legs - 62cm - Round (SF1573),5.05597E+12,Pouffes & Bean Bags,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,0,0,0,7700
7951,STOOLHIDE32RO,Stool - Hide Check Brown Top - w/ Wooden Legs - 32cm - Round (SF1576),5.05597E+12,Pouffes & Bean Bags,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,0,0,0,7400
7952,STOOLJUTEBLK32RO,Stool - Jute Diamond Black Top - w/ Wooden Legs - 32cm - Round (SF1578),5.05597E+12,Pouffes & Bean Bags,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,0,0,0,4200
7953,STOOLJUTEBLK62RO,Stool - Jute Diamond Black Top - w/ Wooden Legs - 62cm - Round (SF1577),5.05597E+12,Pouffes & Bean Bags,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,0,0,0,8300
7954,STOOLKILIM32RO,Stool - Kilim Print Top - w/ Wooden Legs - 32cm - Round (SF1579),5.05597E+12,Pouffes & Bean Bags,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,0,0,0,7400
7955,STOOLKILIM62RO,Stool - Kilim Print Top - w/ Wooden Legs - 62cm - Round (SF1580),5.05597E+12,Pouffes & Bean Bags,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,0,0,0,11250
7956,WETCURHEA-229183,Wetherby - Curtain Pair - Eyelet - Heather - 229 x 182 cm (SF1920I),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7957,WETCURHEA-229229,Wetherby - Curtain Pair - Eyelet - Heather - 229 x 229 cm (SF1920J),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7958,WETCURHEA-229274,Wetherby - Curtain Pair - Eyelet - Heather - 229 x 274 cm (SF1920G),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7959,WETCURNAT-117137,Wetherby - Curtain Pair - Eyelet - Natural - 117 x 137 cm (SF1918A),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7960,WETCURNAT-117182,Wetherby - Curtain Pair - Eyelet - Natural - 117 x 182 cm (SF1918B),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7961,WETCURNAT-117229,Wetherby - Curtain Pair - Eyelet - Natural - 117 x 229 cm (SF1918C),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7962,WETCURNAT-168137,Wetherby - Curtain Pair - Eyelet - Natural - 168 x 137 cm (SF1918D),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7963,WETCURNAT-168182,Wetherby - Curtain Pair - Eyelet - Natural - 168 x 182 cm (SF1918E),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7964,WETCURNAT-168229,Wetherby - Curtain Pair - Eyelet - Natural - 168 x 229 cm (SF1918F),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7965,WETCURNAT-229137,Wetherby - Curtain Pair - Eyelet - Natural - 229 x 137 cm (SF1918H),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7966,WETCURNAT-229183,Wetherby - Curtain Pair - Eyelet - Natural - 229 x 182 cm (SF1918I),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7967,WETCURNAT-229229,Wetherby - Curtain Pair - Eyelet - Natural - 229 x 229 cm (SF1918J),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7968,WETCURNAT-229274,Wetherby - Curtain Pair - Eyelet - Natural - 229 x 274 cm (SF1918G),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7969,WETCURRED-117137,Wetherby - Curtain Pair - Eyelet - Red - 117 x 137 cm (SF1923A),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7970,WETCURRED-117182,Wetherby - Curtain Pair - Eyelet - Red - 117 x 182 cm (SF1923B),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7971,WETCURRED-117229,Wetherby - Curtain Pair - Eyelet - Red - 117 x 229 cm (SF1923C),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7972,WETCURRED-168137,Wetherby - Curtain Pair - Eyelet - Red - 168 x 137 cm (SF1923D),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7973,WETCURRED-168182,Wetherby - Curtain Pair - Eyelet - Red - 168 x 182 cm (SF1923E),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7974,WETCURRED-168229,Wetherby - Curtain Pair - Eyelet - Red - 168 x 229 cm (SF1923F),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7975,WETCURRED-229137,Wetherby - Curtain Pair - Eyelet - Red - 229 x 137 cm (SF1923H),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7976,WETCURRED-229183,Wetherby - Curtain Pair - Eyelet - Red - 229 x 182 cm (SF1923I),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7977,WETCURRED-229229,Wetherby - Curtain Pair - Eyelet - Red - 229 x 229 cm (SF1923J),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7978,WETCURRED-229274,Wetherby - Curtain Pair - Eyelet - Red - 229 x 274 cm (SF1923G),5.05597E+12,Curtains,TYRONE,c7f48a58-3f6a-4be5-954e-2922d0180771,0,0,0,0
7979,WIDEBOOKOAK,Dakota - Bookcase 90cm Wide - Oak Shade (FR1122),5.05597E+12,Furniture - Extra Large,CUTSNCUR,f1d59d21-715b-414f-bd25-0a559b4dae15,212.5,38,98,58000
7980,WILSRUGBG120170,Rug - Wilson - Blue & Green - 120 x 170 cm (RU1274C),5.05597E+12,Rugs,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,32,7,48,2000
7981,WILSRUGBG150240,Rug - Wilson - Blue & Green - 150 x 240 cm (RU1274D),5.05597E+12,Rugs,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,32,10,49,3500
7982,WILSRUGBG66200,Rug - Wilson - Blue & Green - 66 x 200 cm Runner (RU1274A),5.05597E+12,Rugs,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,25,2.5,32,950
7983,WILSRUGBG70120,Rug - Wilson - Blue & Green - 70 x 120 cm (RU1274B),5.05597E+12,Rugs,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,25,4,32,1400
7984,WINBEDOAK-D,Windsor - Bed - Oak - Double (SE1109C),5.05597E+12,Furniture - Extra Large,SERENE,6f92a1c2-17a3-4835-8ac4-449396c9ecb8,0,0,0,22780
7985,WINBEDOAK-K,Windsor - Bed - Oak - King (SE1109D),5.05597E+12,Furniture - Extra Large,SERENE,6f92a1c2-17a3-4835-8ac4-449396c9ecb8,0,0,0,24560
7986,WINBEDOAK-S,Windsor - Bed - Oak - Single (SE1109A),5.05597E+12,Furniture - Extra Large,SERENE,6f92a1c2-17a3-4835-8ac4-449396c9ecb8,0,0,0,16660
7987,WINBEDOAK-SD,Windsor - Bed - Oak - Small Double (SE1109B),5.05597E+12,Furniture - Extra Large,SERENE,6f92a1c2-17a3-4835-8ac4-449396c9ecb8,0,0,0,22280
7988,WINBEDOAK-SK,Windsor - Bed - Oak - Super King (SE1109E),5.05597E+12,Furniture - Extra Large,SERENE,6f92a1c2-17a3-4835-8ac4-449396c9ecb8,0,0,0,26560
7989,WOODSAMPDAKOAK,Dakota - Wood Sample - OAK,5.05597E+12,SAMPLES,CUTSNCUR,f1d59d21-715b-414f-bd25-0a559b4dae15,0,0,0,18
7990,WOODSAMPDAKOTAD,Dakota - Wood Sample - Dark,5.05597E+12,SAMPLES,CUTSNCUR,f1d59d21-715b-414f-bd25-0a559b4dae15,0,0,0,18
7991,WOOLDUV200D,Wool Duvet - Light Medium - Double - 200 x 200 cm (DP1224B),5.05597E+12,Duvets,NANTONG,832d4f02-4979-46e9-adc7-92f221b85387,15,55,63,1757
7992,WOOLDUV200K,Wool Duvet - Light Medium - King - 220 x 240 cm (DP1224C),5.05597E+12,Duvets,NANTONG,832d4f02-4979-46e9-adc7-92f221b85387,15,54,60,2247
7993,WOOLDUV200S,Wool Duvet - Light Medium - Single - 135 x 195 cm (DP1224A),5.05597E+12,Duvets,NANTONG,832d4f02-4979-46e9-adc7-92f221b85387,20,55,63,1237
7994,WOOLDUV200SK,Wool Duvet - Light Medium - Super King - 260 x 240 cm (DP1224D),5.05597E+12,Duvets,NANTONG,832d4f02-4979-46e9-adc7-92f221b85387,12,54,60,2629
7995,WOOLDUV400D,Wool Duvet - Heavy Warm - Double - 200 x 200 cm (DP1227B),5.05597E+12,Duvets,NANTONG,832d4f02-4979-46e9-adc7-92f221b85387,10,54,60,2791
7996,WOOLDUV400K,Wool Duvet - Heavy Warm - King - 220 x 240 cm (DP1227C),5.05597E+12,Duvets,NANTONG,832d4f02-4979-46e9-adc7-92f221b85387,18,55,63,3537
7997,WOOLDUV400S,Wool Duvet - Heavy Warm - Single - 135 x 195 cm (DP1227A),5.05597E+12,Duvets,NANTONG,832d4f02-4979-46e9-adc7-92f221b85387,12,54,60,1881
7998,WOOLDUV400SK,Wool Duvet - Heavy Warm - Super King - 260 x 240 cm (DP1227D),5.05597E+12,Duvets,NANTONG,832d4f02-4979-46e9-adc7-92f221b85387,20,55,63,4111
7999,WOOLQUILPIL4890,Wool Pillow - King Size (DP1226),5.05597E+12,Pillows,NANTONG,832d4f02-4979-46e9-adc7-92f221b85387,15,43,88,1800
8000,WOOLQUIPIL4874,Wool Pillow - Standard Size (DP1225),5.05597E+12,Pillows,NANTONG,832d4f02-4979-46e9-adc7-92f221b85387,22,50,70,1250
8001,WOOLTOPPER-D,Wool - Mattress Topper - Double - 135 x 190 cm (MP1125B),5.05597E+12,Mattress Protection,NANTONG,832d4f02-4979-46e9-adc7-92f221b85387,0,0,0,1500
8002,WOOLTOPPER-K,Wool - Mattress Topper - King - 150 x 200 cm (MP1125C),5.05597E+12,Mattress Protection,NANTONG,832d4f02-4979-46e9-adc7-92f221b85387,0,0,0,1800
8003,WOOLTOPPER-S,Wool - Mattress Topper - Single - 90 x 190 cm (MP1125A),5.05597E+12,Mattress Protection,NANTONG,832d4f02-4979-46e9-adc7-92f221b85387,0,0,0,1000
8004,WOOLTOPPER-SK,Wool - Mattress Topper - Super King - 180 x 200 cm (MP1125D),5.05597E+12,Mattress Protection,NANTONG,832d4f02-4979-46e9-adc7-92f221b85387,0,0,0,2100
8005,WPDUDOUBLE,Duvet Protector - Double (MP1105B),5.05597E+12,Mattress Protection,FEICHENG,942a084e-f9ed-4791-96c9-363df90dc097,5.5,26,36,680
8006,WPMATTPRO-SD,Polypropylene - Mattress Protector - Small Double (MP1104B),5.05597E+12,Mattress Protection,FEICHENG,942a084e-f9ed-4791-96c9-363df90dc097,5,26,36,420
8007,WPQUILMATPRO-D,Waterproof Quilted - Mattress Protector - Double (MP1120C),5.05597E+12,Mattress Protection,FEICHENG,942a084e-f9ed-4791-96c9-363df90dc097,10,34,42,900
8008,WPQUILMATPRO-K,Waterproof Quilted - Mattress Protector - King (MP1120D),5.05597E+12,Mattress Protection,FEICHENG,942a084e-f9ed-4791-96c9-363df90dc097,11,34,42,1600
8009,WPQUILMATPRO-S,Waterproof Quilted - Mattress Protector -  Single (MP1120A),5.05597E+12,Mattress Protection,FEICHENG,942a084e-f9ed-4791-96c9-363df90dc097,7,34,42,700
8010,WPQUILMATPRO-SD,Waterproof Quilted - Mattress Protector -   Small Double (MP1120B),5.05597E+12,Mattress Protection,FEICHENG,942a084e-f9ed-4791-96c9-363df90dc097,10,34,42,750
8011,WPQUILMATPRO-SK,Waterproof Quilted - Mattress Protector - Super King (MP1120E),5.05597E+12,Mattress Protection,FEICHENG,942a084e-f9ed-4791-96c9-363df90dc097,13,34,42,1900
8012,WPTERRYMAT-D,Terry Toweling - Mattress Protector  - Double (MP1107C),5.05597E+12,Mattress Protection,FEICHENG,942a084e-f9ed-4791-96c9-363df90dc097,6.5,26,36,1045
8013,WPTERRYMAT-K,Terry Toweling - Mattress Protector  - King (MP1107D),5.05597E+12,Mattress Protection,FEICHENG,942a084e-f9ed-4791-96c9-363df90dc097,7,26,36,1190
8014,WPTERRYMAT-S,Terry Toweling - Mattress Protector -   Single (MP1107A),5.05597E+12,Mattress Protection,FEICHENG,942a084e-f9ed-4791-96c9-363df90dc097,5,26,36,800
8015,WPTERRYMAT-SD,Terry Toweling - Mattress Protector   -  Small Double (MP1107B),5.05597E+12,Mattress Protection,FEICHENG,942a084e-f9ed-4791-96c9-363df90dc097,6,26,36,950
8016,WPTERRYMAT-SK,Terry Toweling - Mattress Protector  - Super King (MP1107E),5.05597E+12,Mattress Protection,FEICHENG,942a084e-f9ed-4791-96c9-363df90dc097,9,26,36,1300
8017,WS3397-BS-GRY-200200,Bedspread - Eternity Ring - Grey - 200 x 200 cm (SF1843A),5.05597E+12,Bedspreads,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,9,37,44,1900
8018,WS3397-BS-GRY-250260,Bedspread - Eternity Ring - Grey - 250 x 260 cm (SF1843B),5.05597E+12,Bedspreads,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,14,37,44,3100
8019,WS3397-BS-PNK-200200,Bedspread - Eternity Ring - Dusky Pink - 200 x 200 cm (SF1845A),5.05597E+12,Bedspreads,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,9,37,44,1900
8020,WS3397-BS-PNK-250260,Bedspread - Eternity Ring - Dusky Pink - 250 x 260 cm (SF1845B),5.05597E+12,Bedspreads,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,14,37,44,3100
8021,WS3397-CU-GRY-45,Cushion Cover - Eternity Ring - Grey - 45 x 45 cm (SF1844),5.05597E+12,Cushion - Decorative,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,1,23,23,300
8022,WS3397-CU-PNK-45,Cushion Cover - Eternity Ring - Dusky Pink - 45 x 45 cm (SF1846),5.05597E+12,Cushion - Decorative,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,1,23,23,300
8023,WS3830-BS-CRM-200200,Bedspread - Paragon Diamond - Cream - 200 x 200 cm (SF1847A),5.05597E+12,Bedspreads,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,9,37,44,1900
8024,WS3830-BS-CRM-250260,Bedspread - Paragon Diamond - Cream - 250 x 260 cm (SF1847B),5.05597E+12,Bedspreads,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,14,37,44,3100
8025,WS3830-BS-GRY-200200,Bedspread - Paragon Diamond - Dark Grey - 200 x 200 cm (SF1851A),5.05597E+12,Bedspreads,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,9,37,44,1900
8026,WS3830-BS-GRY-250260,Bedspread - Paragon Diamond - Dark Grey - 250 x 260 cm (SF1851B),5.05597E+12,Bedspreads,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,14,37,44,3100
8027,WS3830-BS-NAV-200200,Bedspread - Paragon Diamond - Navy - 200 x 200 cm (SF1849A),5.05597E+12,Bedspreads,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,9,37,44,1900
8028,WS3830-BS-NAV-250260,Bedspread - Paragon Diamond - Navy - 250 x 260 cm (SF1849B),5.05597E+12,Bedspreads,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,14,37,44,3100
8029,WS3830-BS-TER-200200,Bedspread - Paragon Diamond - Terracotta - 200 x 200 cm (SF1853A),5.05597E+12,Bedspreads,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,9,37,44,1900
8030,WS3830-BS-TER-250260,Bedspread - Paragon Diamond - Terracotta - 250 x 260 cm (SF1853B),5.05597E+12,Bedspreads,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,14,37,44,3100
8031,WS3830-CU-CRM-45,Cushion Cover - Paragon Diamond - Cream - 45 x 45 cm (SF1848),5.05597E+12,Cushion - Decorative,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,1,23,23,300
8032,WS3830-CU-GRY-45,Cushion Cover - Paragon Diamond - Dark Grey - 45 x 45 cm (SF1852),5.05597E+12,Cushion - Decorative,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,1,23,23,300
8033,WS3830-CU-NAV-45,Cushion Cover - Paragon Diamond - Navy - 45 x 45 cm (SF1850),5.05597E+12,Cushion - Decorative,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,1,23,23,300
8034,WS3830-CU-TER-45,Cushion Cover - Paragon Diamond - Terracotta - 45 x 45 cm (SF1854),5.05597E+12,Cushion - Decorative,SHANGWERI,df4e5777-f74a-4c14-bd9d-985f30347098,1,23,23,300
8035,XH-NJ1X-MLKV,Cotton Top Quilted - Mattress Protector - Double (MP1108C),5.05597E+12,Mattress Protection,FEICHENG,942a084e-f9ed-4791-96c9-363df90dc097,8.5,25.5,36,900
