"id","web_sku","linnworks_code","web_price_uk","web_sale_price_uk","web_price_fr","web_sale_price_fr","web_price_de","web_sale_price_de","web_price_dm","web_sale_price_dm","web_price_tesco","web_sale_price_tesco"
"1","DP1110A","1101","34.99","24.99","44.99","34.99","44.99","34.99","34.99","29.99",,"29.99"
"2","DP1110B","1102","44.99","34.99","59.99","44.99","59.99","44.99","44.99","39.99",,"39.99"
"3","DP1110C","1103","54.99","39.99","69.99","54.99","69.99","54.99","54.99","44.99",,"44.99"
"4","DP1110D","1104","64.99","44.99","84.99","59.99","84.99","59.99","64.99","49.99",,"49.99"
"5","DP1111A","1105","49.99","29.99","64.99","39.99","64.99","39.99","49.99","34.99",,"34.99"
"6","DP1111B","1106","59.99","39.99","79.99","54.99","79.99","54.99","59.99","44.99",,"44.99"
"7","DP1111C","1107","69.99","44.99","89.99","59.99","89.99","59.99","69.99","49.99",,"49.99"
"8","DP1111D","1108","79.99","49.99","104.99","69.99","104.99","69.99","79.99","54.99",,"54.99"
"9","DP1107A","1109","49.99","34.99","69.99","49.99","69.99","49.99","49.99","39.99",,"39.99"
"10","DP1107B","1110","59.99","44.99","79.99","59.99","79.99","59.99","59.99","49.99",,"49.99"
"11","DP1107C","1111","69.99","54.99","99.99","74.99","99.99","74.99","69.99","59.99",,"59.99"
"12","DP1106C","DUGFD10.5K","64.99","49.99","89.99","69.99","89.99","69.99","64.99","54.99",,"54.99"
"13","DP1106D","DUGFD10.5SK","74.99","59.99","99.99","84.99","99.99","84.99","74.99","64.99",,"64.99"
"14","DP1125B","DUHFPC10.5DOUBL","19.99","12.99","26.99","17.99","26.99","17.99","19.99","16.99",,"16.99"
"15","DP1125C","DUHFPC10.5KING","21.99","14.99","29.99","20.99","29.99","20.99","21.99","18.99",,"18.99"
"16","DP1125D","DUHFPC10.5SUPK","24.99","18.99","34.99","25.99","34.99","25.99","24.99","23.99",,"23.99"
"17","DP1126B","DUHFPC13.5DOUBL","21.99","14.99","29.99","19.99","29.99","19.99","21.99","18.99",,"18.99"
"18","DP1126A","DUHFPC13.5SING","19.99","11.99","26.99","16.99","26.99","16.99","19.99","15.99",,"15.99"
"19","DP1127B","DUHFPC15DOUBL","24.99","16.99","34.99","24.99","34.99","24.99","24.99","20.99",,"20.99"
"20","DP1125A","DUHPC10.5SING","17.99","9.99","24.99","14.99","24.99","14.99","17.99","14.99",,"14.99"
"21","DP1107D","DUVGFD10.5SK","89.99","64.99","119.99","89.99","119.99","89.99","89.99","69.99",,"69.99"
"22","DP1139","DUVGFDKID10.5","39.99","24.99","54.99","34.99","54.99","34.99","39.99","29.99",,"29.99"
"23","DP1142","DUVMFBKID10.5","39.99","24.99","54.99","34.99","54.99","34.99","39.99","29.99",,"29.99"
"24","DP1143","DUVMFBKID4.5","34.99","22.99","49.99","32.99","49.99","32.99","34.99","27.99",,"27.99"
"25","DP1144","DUVPILMFB10.5KID","59.99","34.99","79.99","49.99","79.99","49.99","59.99","39.99",,"39.99"
"26","DP1145","DUVPILMFB4.5KID","54.99","29.99","69.99","39.99","69.99","39.99","54.99","34.99",,"34.99"
"27","DP1102A","FEDU13.5SING","44.99","32.99","59.99","44.99","59.99","44.99","44.99","34.99",,"34.99"
"28","DP1102B","FEDU13.5DOUB","54.99","42.99","69.99","59.99","69.99","59.99","54.99","44.99",,"44.99"
"29","DP1101B","FEDU10.5D","49.99","37.99","69.99","54.99","69.99","54.99","49.99","39.99",,"39.99"
"30","DP1101C","FEDU10.5K","59.99","47.99","79.99","64.99","79.99","64.99","59.99","49.99",,"49.99"
"31","DP1101A","FEDU10.5SA","39.99","27.99","54.99","39.99","54.99","39.99","39.99","29.99",,"29.99"
"32","DP1101D","FEDU10.5SK","69.99","57.99","99.99","79.99","99.99","79.99","69.99","59.99",,"59.99"
"33","DP1102C","FEDU13.5KING","64.99","47.99","84.99","64.99","84.99","64.99","64.99","49.99",,"49.99"
"34","DP1102D","FEDUC10.5SK","74.99","61.99","99.99","84.99","99.99","84.99","74.99","64.99",,"64.99"
"35","DP1103B","FEDU15D","69.99","55.99","89.99","74.99","89.99","74.99","69.99","59.99",,"59.99"
"36","DP1103C","FEDU15K","79.99","65.99","109.99","89.99","109.99","89.99","79.99","69.99",,"69.99"
"37","DP1103A","FEDU15S","54.99","44.99","69.99","54.99","69.99","54.99","54.99","49.99",,"49.99"
"38","DP1103D","FEDU15SK","94.99","75.99","129.99","104.99","129.99","104.99","94.99","79.99",,"79.99"
"39","DP1104B","FEDUALL9/4.5D","89.99","64.99","109.99","94.99","109.99","94.99","89.99","69.99",,"69.99"
"40","DP1104C","FEDUALL9/4.5K","99.99","79.99","129.99","109.99","129.99","109.99","99.99","84.99",,"84.99"
"41","DP1108B","GFDUVALLSEA-D","99.99","69.99","129.99","94.99","129.99","94.99","99.99","74.99",,"74.99"
"42","DP1108A","GFDUVALLSEA-S","79.99","54.99","109.99","74.99","109.99","74.99","79.99","59.99",,"59.99"
"43","DP1108D","GFDUVALLSEA-SK","119.99","94.99","159.99","129.99","159.99","129.99","119.99","99.99",,"99.99"
"44","DP1127C","HFDUVET15K","26.99","18.99","37.99","27.99","37.99","27.99","26.99","22.99",,"22.99"
"45","DP1126C","HFDU13.5K","23.99","16.99","34.99","24.99","34.99","24.99","23.99","20.99",,"20.99"
"46","DP1126D","HFDU13.5SK","27.99","19.99","39.99","27.99","39.99","27.99","27.99","24.99",,"24.99"
"47","DP1124B","HFDU4.5D","18.99","11.99","25.99","16.99","25.99","16.99","18.99","15.99",,"15.99"
"48","DP1124C","HFDU4.5K","20.99","13.99","28.99","19.99","28.99","19.99","20.99","17.99",,"17.99"
"49","DP1124A","HFDU4.5S","16.99","9.99","23.99","13.99","23.99","13.99","16.99","14.99",,"14.99"
"50","DP1124D","HFDU4.5SK","23.99","17.99","32.99","24.99","32.99","24.99","23.99","22.99",,"22.99"
"51","DP1106A","HSDUGF1051","44.99","29.99","59.99","44.99","59.99","44.99","44.99","34.99",,"34.99"
"52","DP1106B","HSDUGF1052","54.99","39.99","69.99","54.99","69.99","54.99","54.99","44.99",,"44.99"
"53","DP1105A","HSDUGF4501","34.99","24.99","49.99","34.99","49.99","34.99","34.99","29.99",,"29.99"
"54","DP1105B","HSDUGF4502","44.99","29.99","59.99","39.99","59.99","39.99","44.99","34.99",,"34.99"
"55","DP1105C","HSDUGF4503","54.99","39.99","79.99","54.99","79.99","54.99","54.99","44.99",,"44.99"
"56","DP1105D","HSDUGF4504","69.99","54.99","89.99","74.99","89.99","74.99","69.99","59.99",,"59.99"
"57","DP1112B","HSDUMFAS02","79.99","49.99","104.99","69.99","104.99","69.99","79.99","54.99",,"54.99"
"58","DP1112C","HSDUMFAS03","89.99","64.99","119.99","89.99","119.99","89.99","89.99","69.99",,"69.99"
"59","DP1109B","MFDU4.5D","39.99","24.99","54.99","34.99","54.99","34.99","39.99","29.99",,"29.99"
"60","DP1109C","MFDU4.5K","49.99","29.99","64.99","39.99","64.99","39.99","49.99","34.99",,"34.99"
"61","DP1109A","MFDU4.5S","34.99","19.99","44.99","27.99","44.99","27.99","34.99","24.99",,"24.99"
"62","DP1109D","MFDU4.5SK","59.99","34.99","79.99","49.99","79.99","49.99","59.99","39.99",,"39.99"
"63","DP1112A","MFDUALL9/4.5S","69.99","41.99","89.99","59.99","89.99","59.99","69.99","44.99",,"44.99"
"64","DP1112D","MFDUALL9/4.5SK","99.99","74.99","129.99","104.99","129.99","104.99","99.99","79.99",,"79.99"
"65","DP1224B","WOOLDUV200D","89.99","49.99","119.99","74.99","119.99","74.99","89.99","54.90",,"54.90"
"66","DP1224C","WOOLDUV200K","109.99","59.99","139.99","84.99","139.99","84.99","109.99","64.90",,"64.90"
"67","DP1224A","WOOLDUV200S","79.99","39.99","104.99","55.99","104.99","55.99","79.99","43.99",,"43.99"
"68","DP1224D","WOOLDUV200SK","119.99","69.99","154.99","104.99","154.99","104.99","119.99","74.90",,"74.90"
"69","DP1227B","WOOLDUV400D","99.99","59.99","129.99","89.99","129.99","89.99","99.99","64.90",,"64.90"
"70","DP1227C","WOOLDUV400K","119.99","74.99","159.99","114.99","159.99","114.99","119.99","78.90",,"78.90"
"71","DP1227A","WOOLDUV400S","89.99","49.99","119.99","74.99","119.99","74.99","89.99","54.90",,"54.90"
"72","DP1227D","WOOLDUV400SK","129.99","84.99","169.99","124.99","169.99","124.99","129.99","88.90",,"88.90"
"73","DP1127D","DUHF15SUPERKING","29.99","21.99","39.99","29.99","39.99","29.99","29.99","26.99",,"26.99"
"74","DP1127A","DUHFPC15SING","21.99","14.99","29.99","19.99","29.99","19.99","21.99","18.99",,"18.99"
"75","DP1140","DUVGFDKID4.5","34.99","22.99","49.99","32.99","49.99","32.99","34.99","27.99",,"27.99"
"76","DP1137","DUVPILGFD10.5KID","59.99","34.99","79.99","49.99","79.99","49.99","59.99","39.99",,"39.99"
"77","DP1138","DUVPILGFD4.5KID","54.99","29.99","69.99","39.99","69.99","39.99","54.99","34.99",,"34.99"
"78","DP1104D","FEDUALL9/4.5SK","109.99","84.99","149.99","119.99","149.99","119.99","109.99","89.99",,"89.99"
"79","DP1104A","FEDUALL9/4.5S","64.99","52.99","89.99","74.99","89.99","74.99","64.99","57.99",,"57.99"
"80","DP1108C","GFDUVALLSEA-K","109.99","84.99","149.99","119.99","149.99","119.99","109.99","89.99",,"89.99"
"81","BT1143A","BM008A1","16.99","9.99","25.99","12.99","25.99","12.99","16.99","12.99",,"12.99"
"82","BT1143B","BM008A2","9.99","5.99","12.99","7.99","12.99","7.99","9.99","9.99",,"9.99"
"83","BT1143C","BM008A3","24.99","12.99","34.99","16.99","34.99","16.99","24.99","17.99",,"17.99"
"84","BT1133C","BM011A-SET","29.99","16.99","39.99","21.99","39.99","21.99","29.99","19.99",,"19.99"
"85","BT1133A","BM011A1","19.99","11.99","25.99","15.99","25.99","15.99","19.99","14.99",,"14.99"
"86","BT1133B","BM011A2","12.99","6.99","16.99","9.99","16.99","9.99","12.99","9.99",,"9.99"
"87","BT1135C","BM011B-SET","29.99","16.99","39.99","21.99","39.99","21.99","29.99","19.99",,"19.99"
"88","BT1135A","BM011B1","19.99","11.99","25.99","15.99","25.99","15.99","19.99","14.99",,"14.99"
"89","BT1135B","BM011B2","12.99","6.99","16.99","9.99","16.99","9.99","12.99","9.99",,"9.99"
"90","BT1134C","BM011C-SET","29.99","16.99","39.99","21.99","39.99","21.99","29.99","19.99",,"19.99"
"91","BT1134A","BM011C1","19.99","11.99","25.99","15.99","25.99","15.99","19.99","14.99",,"14.99"
"92","BT1134B","BM011C2","12.99","6.99","16.99","9.99","16.99","9.99","12.99","9.99",,"9.99"
"93","BT1106D","BM2PCHKBDRAUB","19.99","11.99","26.99","15.99","26.99","15.99","19.99","15.99",,"15.99"
"94","BT1107D","BM2PCHKBDRBLK","19.99","11.99","26.99","15.99","26.99","15.99","19.99","15.99",,"15.99"
"95","BT1108D","BM2PCHKBDRBLU","19.99","11.99","26.99","15.99","26.99","15.99","19.99","15.99",,"15.99"
"96","BT1109D","BM2PCHKBDRCER","19.99","11.99","26.99","15.99","26.99","15.99","19.99","15.99",,"15.99"
"97","BT1110D","BM2PCHKBDRCHO","19.99","11.99","26.99","15.99","26.99","15.99","19.99","15.99",,"15.99"
"98","BT1111D","BM2PCHKBDRGRN","19.99","11.99","26.99","15.99","26.99","15.99","19.99","15.99",,"15.99"
"99","BT1112D","BM2PCHKBDRNAT","19.99","11.99","26.99","15.99","26.99","15.99","19.99","15.99",,"15.99"
"100","BT1113D","BM2PCHKBDRPNK","19.99","11.99","26.99","15.99","26.99","15.99","19.99","15.99",,"15.99"
"101","BT1114D","BM2PCHKBDRRED","19.99","11.99","26.99","15.99","26.99","15.99","19.99","15.99",,"15.99"
"102","BT1115D","BM2PCHKBDRTEA","19.99","11.99","26.99","15.99","26.99","15.99","19.99","15.99",,"15.99"
"103","BT1117D","BM2PCHKBDRWHI","19.99","11.99","26.99","15.99","26.99","15.99","19.99","15.99",,"15.99"
"104","BT1151C","BM2PSPABLK","24.99","16.99","34.99","22.99","34.99","22.99","24.99","21.99",,"21.99"
"105","BT1152C","BM2PSPABLU","24.99","16.99","34.99","22.99","34.99","22.99","24.99","21.99",,"21.99"
"106","BT1153C","BM2PSPACHO","24.99","16.99","34.99","22.99","34.99","22.99","24.99","21.99",,"21.99"
"107","BT1155C","BM2PSPASTO","24.99","16.99","34.99","22.99","34.99","22.99","24.99","21.99",,"21.99"
"108","BT1156C","BM2PSPAWHI","24.99","16.99","34.99","22.99","34.99","22.99","24.99","21.99",,"21.99"
"109","RU1181","BMBIRDGRN","16.99","9.99","25.99","12.99","25.99","12.99","16.99","12.99",,"12.99"
"110","RU1180","BMBIRDSHEART","16.99","9.99","25.99","12.99","25.99","12.99","16.99","12.99",,"12.99"
"111","RU1187","BMBLUFISH","16.99","9.99","25.99","12.99","25.99","12.99","16.99","12.99",,"12.99"
"112","RU1184","BMBUTTERFLYPUR","16.99","9.99","25.99","12.99","25.99","12.99","16.99","12.99",,"12.99"
"113","RU1176B","BMCHENUNIONBEIGE","49.99","29.99","64.99","39.99","64.99","39.99","49.99","34.99",,"34.99"
"114","RU1176A","BMCHENUNIONBEIGE50","14.99","9.99","24.99","14.99","24.99","14.99","14.99","12.99",,"12.99"
"115","RU1178B","BMCHENUNIONGREY","49.99","29.99","64.99","39.99","64.99","39.99","49.99","34.99",,"34.99"
"116","RU1178A","BMCHENUNIONGREY50","14.99","9.99","24.99","14.99","24.99","14.99","14.99","12.99",,"12.99"
"117","RU1175B","BMCHENUNIONOFFWHI","49.99","29.99","64.99","39.99","64.99","39.99","49.99","34.99",,"34.99"
"118","RU1175A","BMCHENUNIONOFFWHI50","14.99","9.99","24.99","14.99","24.99","14.99","14.99","12.99",,"12.99"
"119","RU1177B","BMCHENUNIONSAGE","49.99","29.99","64.99","39.99","64.99","39.99","49.99","34.99",,"34.99"
"120","RU1177A","BMCHENUNIONSAGE50","14.99","9.99","24.99","14.99","24.99","14.99","14.99","12.99",,"12.99"
"121","BT1106A","BMCHKBDRAUB","11.99","7.99","16.99","10.99","16.99","10.99","11.99","9.99",,"9.99"
"122","BT1107A","BMCHKBDRBLK","11.99","7.99","16.99","10.99","16.99","10.99","11.99","9.99",,"9.99"
"123","BT1108A","BMCHKBDRBLU","11.99","7.99","16.99","10.99","16.99","10.99","11.99","9.99",,"9.99"
"124","BT1109A","BMCHKBDRCER","11.99","7.99","16.99","10.99","16.99","10.99","11.99","9.99",,"9.99"
"125","BT1110A","BMCHKBDRCHO","11.99","7.99","16.99","10.99","16.99","10.99","11.99","9.99",,"9.99"
"126","BT1111A","BMCHKBDRGRN","11.99","7.99","16.99","10.99","16.99","10.99","11.99","9.99",,"9.99"
"127","BT1112A","BMCHKBDRNAT","11.99","7.99","16.99","10.99","16.99","10.99","11.99","9.99",,"9.99"
"128","BT1113A","BMCHKBDRPNK","11.99","7.99","16.99","10.99","16.99","10.99","11.99","9.99",,"9.99"
"129","BT1114A","BMCHKBDRRED","11.99","7.99","16.99","10.99","16.99","10.99","11.99","9.99",,"9.99"
"130","BT1115A","BMCHKBDRTEA","11.99","7.99","16.99","10.99","16.99","10.99","11.99","9.99",,"9.99"
"131","BT1116A","BMCHKBDRTRQ","11.99","7.99","16.99","10.99","16.99","10.99","11.99","9.99",,"9.99"
"132","BT1117A","BMCHKBDRWHI","11.99","7.99","16.99","10.99","16.99","10.99","11.99","9.99",,"9.99"
"133","RU1182","BMDOLPHINS","16.99","9.99","25.99","12.99","25.99","12.99","16.99","12.99",,"12.99"
"134","RU1185","BMELEPHANTBLU","16.99","9.99","25.99","12.99","25.99","12.99","16.99","12.99",,"12.99"
"135","RU1190","BMELEPHANTPNK","16.99","9.99","25.99","12.99","25.99","12.99","16.99","12.99",,"12.99"
"136","RU1179","BMFLOWERMULTI","16.99","9.99","25.99","12.99","25.99","12.99","16.99","12.99",,"12.99"
"137","RU1192","BMFOOTBALL","19.99","9.99","25.99","12.99","25.99","12.99","19.99","12.99",,"12.99"
"138","RU1189","BMHIPPO","16.99","9.99","25.99","12.99","25.99","12.99","16.99","12.99",,"12.99"
"139","RU1186","BMOWL","16.99","9.99","24.99","14.99","24.99","14.99","16.99","13.99",,"13.99"
"140","BT1106B","BMPCHKBDRAUB","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"141","BT1107B","BMPCHKBDRBLK","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"142","BT1108B","BMPCHKBDRBLU","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"143","BT1110B","BMPCHKBDRCHO","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"144","BT1111B","BMPCHKBDRGRN","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"145","BT1112B","BMPCHKBDRNAT","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"146","BT1113B","BMPCHKBDRPNK","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"147","BT1114B","BMPCHKBDRRED","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"148","BT1115B","BMPCHKBDRTEA","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"149","BT1116B","BMPCHKBDRTRQ","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"150","BT1117B","BMPCHKBDRWHI","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"151","BT1151B","BMPSPABLK","14.99","7.99","19.99","9.99","19.99","9.99","14.99","9.99",,"9.99"
"152","BT1152B","BMPSPABLU","14.99","7.99","19.99","9.99","19.99","9.99","14.99","9.99",,"9.99"
"153","BT1153B","BMPSPACHO","14.99","7.99","19.99","9.99","19.99","9.99","14.99","9.99",,"9.99"
"154","BT1154B","BMPSPASAG","14.99","7.99","19.99","9.99","19.99","9.99","14.99","9.99",,"9.99"
"155","BT1155B","BMPSPASTO","14.99","7.99","19.99","9.99","19.99","9.99","14.99","9.99",,"9.99"
"156","BT1156B","BMPSPAWHI","14.99","7.99","19.99","9.99","19.99","9.99","14.99","9.99",,"9.99"
"157","BT1106C","BMSCHKBDRAUB","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"158","BT1107C","BMSCHKBDRBLK","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"159","BT1109C","BMSCHKBDRCER","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"160","BT1110C","BMSCHKBDRCHO","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"161","BT1111C","BMSCHKBDRGRN","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"162","BT1113C","BMSCHKBDRPNK","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"163","BT1114C","BMSCHKBDRRED","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"164","BT1115C","BMSCHKBDRTEA","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"165","BT1116C","BMSCHKBDRTRQ","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"166","BT1117C","BMSCHKBDRWHI","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"167","BT1151A","BMSPABLK","19.99","10.99","29.99","14.99","29.99","14.99","19.99","14.99",,"14.99"
"168","BT1152A","BMSPABLU","19.99","10.99","29.99","14.99","29.99","14.99","19.99","14.99",,"14.99"
"169","BT1153A","BMSPACHO","19.99","10.99","29.99","14.99","29.99","14.99","19.99","14.99",,"14.99"
"170","BT1154A","BMSPASAG","19.99","10.99","29.99","14.99","29.99","14.99","19.99","14.99",,"14.99"
"171","BT1155A","BMSPASTO","19.99","10.99","29.99","14.99","29.99","14.99","19.99","14.99",,"14.99"
"172","BT1156A","BMSPAWHI","19.99","10.99","29.99","14.99","29.99","14.99","19.99","14.99",,"14.99"
"173","BT1171","BMUNIONJK","16.99","9.99","25.99","12.99","25.99","12.99","16.99","12.99",,"12.99"
"174","BT1170","BMUSA","16.99","9.99","25.99","12.99","25.99","12.99","16.99","12.99",,"12.99"
"175","BT1181","LRGCOTT2PCAQUA","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"176","BT1187","LRGCOTT2PCAUB","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"177","BT1182","LRGCOTT2PCBURG","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"178","BT1175","LRGCOTT2PCCOB","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"179","BT1178","LRGCOTT2PCCRM","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"180","BT1184","LRGCOTT2PCLIL","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"181","BT1176","LRGCOTT2PCPEACH","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"182","BT1179","LRGCOTT2PCPNK","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"183","BT1214","LRGCOTT2PCRASP","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"184","BT1173","LRGCOTT2PCWHT","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"185","BT1192","TURKBMCHOC","12.99","6.99","16.99","8.99","16.99","8.99","12.99","9.99",,"9.99"
"186","BT1196","TURKBMCRM","12.99","6.99","16.99","8.99","16.99","8.99","12.99","9.99",,"9.99"
"187","BT1189","TURKBMGRN","12.99","6.99","16.99","8.99","16.99","8.99","12.99","9.99",,"9.99"
"188","BT1190","TURKBMLIL","12.99","6.99","16.99","8.99","16.99","8.99","12.99","9.99",,"9.99"
"189","BT1197","TURKBMLTBLU","12.99","6.99","16.99","8.99","16.99","8.99","12.99","9.99",,"9.99"
"190","BT1198","TURKBMPEACH","12.99","6.99","16.99","8.99","16.99","8.99","12.99","9.99",,"9.99"
"191","BT1199","TURKBMPNK","12.99","6.99","16.99","8.99","16.99","8.99","12.99","9.99",,"9.99"
"192","BT1195","TURKBMRED","12.99","6.99","16.99","8.99","16.99","8.99","12.99","9.99",,"9.99"
"193","BT1194","TURKBMROY","12.99","6.99","16.99","8.99","16.99","8.99","12.99","9.99",,"9.99"
"194","BT1202","TURKBMSTO","12.99","6.99","16.99","8.99","16.99","8.99","12.99","9.99",,"9.99"
"195","BT1147","BM007A1","16.99","7.99","32.99","16.99","32.99","16.99","16.99","9.99",,"9.99"
"196","BT1143D","BM008A-SET","24.99","12.99","34.99","16.99","34.99","16.99","24.99","17.99",,"17.99"
"197","BT1116D","BM2PCHKBDRTRQ","19.99","11.99","26.99","15.99","26.99","15.99","19.99","15.99",,"15.99"
"198","BT1154C","BM2PSPASAG","24.99","16.99","34.99","22.99","34.99","22.99","24.99","21.99",,"21.99"
"199","RU1188","BMBUTTERFLYS","16.99","9.99","25.99","12.99","25.99","12.99","16.99","12.99",,"12.99"
"200","RU1183","BMFBPITCH","19.99","12.99","25.99","16.99","25.99","16.99","19.99","16.99",,"16.99"
"202","BT1109B","BMPCHKBDRCER","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"203","BT1108C","BMSCHKBDRBLU","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"204","BT1112C","BMSCHKBDRNAT","9.99","4.99","12.99","6.99","12.99","6.99","9.99","7.99",,"7.99"
"205","BT1183","LRGCOTT2PCBEIGE","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"206","BT1201","LRGCOTT2PCBLK","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"207","BT1177","LRGCOTT2PCBOT","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"208","BT1185","LRGCOTT2PCCHOC","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"209","BT1174","LRGCOTT2PCGRN","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"210","BT1186","LRGCOTT2PCGRY","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"211","BT1180","LRGCOTT2PCNAV","19.99","9.99","25.99","12.99","25.99","12.99","19.99","14.99",,"14.99"
"212","BT1193","TURKBMBLK","12.99","6.99","16.99","8.99","16.99","8.99","12.99","9.99",,"9.99"
"213","BT1200","TURKBMCOB","12.99","6.99","16.99","8.99","16.99","8.99","12.99","9.99",,"9.99"
"214","BT1191","TURKBMRASP","12.99","6.99","16.99","8.99","16.99","8.99","12.99","9.99",,"9.99"
"215","BT1188","TURKBMWHT","12.99","6.99","16.99","8.99","16.99","8.99","12.99","9.99",,"9.99"
"833","MP1103C","54-LXDT-R3TA","49.99","29.99","64.99","39.99","64.99","39.99","49.99","34.9","49.99","29.99"
"834","MP1101D","8A-G4MO-6LS4","89.99","44.99","119.99","64.99","119.99","64.99","89.99","49.99","89.99","44.99"
"835","MP1108D","BF-7O3M-M3SB","19.99","11.99","26.99","16.99","26.99","16.99","19.99","16.9","19.99","11.99"
"836","MP1102C","C7-58HN-YZ8P","119.99","55.99","159.99","84.99","159.99","84.99","119.99","59.99","119.99","55.99"
"837","MP1115C","COTMATPRO-D","34.99","24.99","49.99","34.99","49.99","34.99","34.99","29.9","34.99","24.99"
"838","MP1115D","COTMATPRO-K","39.99","29.99","54.99","44.99","54.99","44.99","39.99","34.9","39.99","29.99"
"839","MP1115A","COTMATPRO-S","29.99","17.99","39.99","24.99","39.99","24.99","29.99","22.9","29.99","17.99"
"840","MP1115B","COTMATPRO-SD","34.99","24.99","49.99","34.99","49.99","34.99","34.99","29.9","34.99","24.99"
"841","MP1115E","COTMATPRO-SK","49.99","34.99","69.99","49.99","69.99","49.99","49.99","39.9","49.99","34.99"
"842","MP1105A","DUPROWP1","14.99","8.99","19.99","12.99","19.99","12.99",,,"14.99","8.99"
"843","MP1105C","DUPROWP3","21.99","13.99","29.99","19.99","29.99","19.99",,,"21.99","18.9"
"844","MP1105D","DUPROWP4","24.99","16.99","34.99","24.99","34.99","24.99",,,"24.99","21.9"
"845","MP1116D","ECOQMP-K","14.99","9.99","21.99","14.99","21.99","14.99","14.99","12.99","14.99","9.99"
"846","MP1116B","ECOQMP-SD","12.99","6.99","16.99","9.99","16.99","9.99","12.99","9.99","12.99","6.99"
"847","MP1116E","ECOQMP-SK","19.99","12.99","26.99","17.99","26.99","17.99","19.99","16.99","19.99","12.99"
"848","MP1117","ECOQPILLPRO","7.99","3.99","11.99","5.99","11.99","5.99",,,"7.99","3.99"
"849","MP1103A","G5-CGLP-RCPI","39.99","19.99","52.99","29.99","52.99","29.99","39.99","24.9","39.99","19.99"
"850","MP1103D","FD-XG3O-EH7U","59.99","34.99","79.99","49.99","79.99","49.99","59.99","39.9","59.99","34.99"
"851","MP1102A","FEBEDS","79.99","39.99","109.99","54.99","109.99","54.99","79.99","44.9","79.99","39.99"
"852","MP1101B","FEMATTOPPER-D","69.99","34.99","89.99","49.99","89.99","49.99","69.99","39.9","69.99","34.99"
"853","MP1101A","FEMATTOPPER-S","59.99","29.99","79.99","39.99","79.99","39.99","59.99","34.9","59.99","29.99"
"854","MP1119D","FLCUBLANK-K","19.99","9.99","25.99","14.99","25.99","14.99","19.99","13.99","19.99","9.99"
"855","MP1118C","FLMATPRO-D","29.99","19.99","39.99","27.99","39.99","27.99","29.99","24.9","29.99","19.99"
