"id","web_sku","linnworks_code","web_price_uk","web_sale_price_uk","web_price_fr","web_sale_price_fr","web_price_de","web_sale_price_de","web_price_dm","web_sale_price_dm","web_price_tesco","web_sale_price_tesco"
"5355","KT1556B","TCSOLIDGRY5470","19.99","13.99","34.75","17.25","34.75","17.25","19.99","17.99",,"17.99"
"5356","KT1556C","TCSOLIDGRY5490","24.99","16.99","41.75","20.75","41.75","20.75","24.99","19.99",,"19.99"
"5357","KT1556D","SOLIDGRYTC180R","24.99","16.99","41.75","20.75","41.75","20.75","24.99","19.99",,"19.99"
"5358","KT1560A","TCSOLIDMAU5454","14.99","9.99","29.75","14.75","29.75","14.75","19.99","14.99",,"14.99"
"5359","KT1560B","TCSOLIDMAU5470","19.99","13.99","34.75","17.25","34.75","17.25","19.99","17.99",,"17.99"
"5360","KT1560C","TCSOLIDMAU5490","24.99","16.99","41.75","20.75","41.75","20.75","24.99","19.99",,"19.99"
"5361","KT1560D","SOLIDMAUTC180R","24.99","16.99","41.75","20.75","41.75","20.75","24.99","19.99",,"19.99"
"5362","KT1559A","TCSOLIDYEL5454","14.99","9.99","29.75","14.75","29.75","14.75","19.99","14.99",,"14.99"
"5363","KT1559B","TCSOLIDYEL5470","19.99","13.99","34.75","17.25","34.75","17.25","19.99","17.99",,"17.99"
"5364","KT1559C","TCSOLIDYEL5490","24.99","16.99","41.75","20.75","41.75","20.75","24.99","19.99",,"19.99"
"5365","KT1559D","SOLIDYELTC180R","24.99","16.99","41.75","20.75","41.75","20.75","24.99","19.99",,"19.99"
"5366","KT1558A","TCSOLIDPRPL5454","14.99","9.99","29.75","14.75","29.75","14.75","19.99","14.99",,"14.99"
"5367","KT1558B","TCSOLIDPRPL5470","19.99","13.99","34.75","17.25","34.75","17.25","19.99","17.99",,"17.99"
"5368","KT1558C","TCSOLIDPRPL5490","24.99","16.99","41.75","20.75","41.75","20.75","24.99","19.99",,"19.99"
"5369","KT1558D","SOLIDPRPLTC180R","24.99","16.99","41.75","20.75","41.75","20.75","24.99","19.99",,"19.99"
"5370","KT1557A","TCSOLIDNAVY5454","14.99","9.99","29.75","14.75","29.75","14.75","19.99","14.99",,"14.99"
"5371","KT1557B","TCSOLIDNAVY5470","19.99","13.99","34.75","17.25","34.75","17.25","19.99","17.99",,"17.99"
"5372","KT1557C","TCSOLIDNAVY5490","24.99","16.99","41.75","20.75","41.75","20.75","24.99","19.99",,"19.99"
"5373","KT1557D","SOLIDNAVYTC180R","24.99","16.99","41.75","20.75","41.75","20.75","24.99","19.99",,"19.99"
"5374","KT1555A","TCSOLIDBLU5454","14.99","9.99","29.75","14.75","29.75","14.75","19.99","14.99",,"14.99"
"5375","KT1555B","TCSOLIDBLU5470","19.99","13.99","34.75","17.25","34.75","17.25","19.99","17.99",,"17.99"
"5376","KT1555C","TCSOLIDBLU5490","24.99","16.99","41.75","20.75","41.75","20.75","24.99","19.99",,"19.99"
"5377","KT1555D","SOLIDBLUTC180R","24.99","16.99","41.75","20.75","41.75","20.75","24.99","19.99",,"19.99"
"5378","KT1105A","BWSTRIPETC54","19.99","11.99","28.99","16.99","28.99","16.99","19.99","14.99",,"14.99"
"5379","KT1105B","BWSTRIPETC70","24.99","14.99","34.99","21.99","34.99","21.99","24.99","17.99",,"17.99"
"5380","KT1105C","BWSTRIPETC90","29.99","19.99","42.99","28.99","42.99","28.99","29.99","24.90",,"24.90"
"5381","KT1132A","KT021A1","19.99","11.99","28.99","16.99","28.99","16.99","19.99","14.99",,"14.99"
"5382","KT1132B","KT021A2","24.99","14.99","34.99","21.99","34.99","21.99","24.99","17.99",,"17.99"
"5383","KT1132C","KT021A3","29.99","19.99","42.99","28.99","42.99","28.99","29.99","24.90",,"24.9"
"5384","KT1135A","KT031A3","19.99","11.99","28.99","16.99","28.99","16.99","19.99","14.99",,"14.99"
"5385","KT1135B","KT031A1","24.99","14.99","34.99","21.99","34.99","21.99","24.99","17.99",,"17.99"
"5386","KT1135C","KT031A2","29.99","19.99","42.99","28.99","42.99","28.99","29.99","24.90",,"24.9"
"5387","KT1143A","KT036A1","19.99","11.99","28.99","16.99","28.99","16.99","19.99","14.99",,"14.99"
"5388","KT1143B","KT036A2","24.99","14.99","34.99","21.99","34.99","21.99","24.99","17.99",,"17.99"
"5389","KT1143C","KT036A3","29.99","19.99","42.99","28.99","42.99","28.99","29.99","24.90",,"24.90"
"5390","KT1111A","KT041A1","19.99","11.99","28.99","16.99","28.99","16.99","19.99","14.98",,"14.98"
"5391","KT1111B","KT041A2","24.99","14.99","34.99","21.99","34.99","21.99","24.99","17.99",,"17.99"
"5392","KT1111C","KT041A3","29.99","19.99","42.99","28.99","42.99","28.99","29.99","24.90",,"24.9"
"5393","KT1116A","KT041B1","19.99","11.99","28.99","16.99","28.99","16.99","19.99","14.98",,"14.99"
"5394","KT1116B","KT041B2","24.99","14.99","34.99","21.99","34.99","21.99","24.99","17.99",,"17.99"
"5395","KT1116C","KT041B3","29.99","19.99","42.99","28.99","42.99","28.99","29.99","24.90",,"24.9"
"5396","KT1120A","KT041C1","19.99","11.99","28.99","16.99","28.99","16.99","19.99","14.98",,"14.98"
"5397","KT1120B","KT041C2","24.99","14.99","34.99","21.99","34.99","21.99","24.99","17.99",,"17.99"
"5398","KT1120C","KT041C3","29.99","19.99","42.99","28.99","42.99","28.99","29.99","24.90",,"24.9"
"5399","KT1226A","TCBLKCHKORNG5454","19.99","11.99","28.99","16.99","28.99","16.99","19.99","14.98",,"14.99"
"5400","KT1226B","TCBLKCHKORNG5470","24.99","14.99","34.99","21.99","34.99","21.99","24.99","17.99",,"17.99"
"5401","KT1226C","TCBLKCHKORNG5490","29.99","19.99","42.99","28.99","42.99","28.99","29.99","24.90",,"24.9"
"5402","KT1230","GINGBLUETC180R","29.99","19.99","53.75","28.99","53.75","28.99",,"23.99",,"23.99"
"5403","KT1231","GINGPINKTC180R","29.99","19.99","53.75","28.99","53.75","28.99",,"23.99",,"23.99"
"5404","KT1159A","XMASBAUBLESTC70","19.99","14.99","29.99","14.99","29.99","14.99",,,,"14.99"
"5405","KT1168A","XMASSNOWFLTC70","19.99","14.99","29.99","14.99","29.99","14.99",,"18.99",,"18.99"
"5406","KT1168B","XMASSNOWFLTC90","24.99","17.99","36.99","18.49","36.99","18.49","24.99","19.99",,"19.99"
"5407","KT1172A","XMASMACDUFFTC70","19.99","14.99","34.99","21.99","34.99","21.99",,"18.99",,"18.99"
"5408","KT1172B","XMASMACDUFFTC90","24.99","17.99","42.99","28.99","42.99","28.99","24.99","19.99",,"19.99"
"5409","KT1176A","XMASEDWARDTC70","19.99","14.99","34.99","21.99","34.99","21.99",,"18.99",,"18.99"
"5410","KT1176B","XMASEDWARDTC90","24.99","17.99","42.99","28.99","42.99","28.99","24.99","19.99",,"19.99"
"5411","KT1182A","XMASREDFLKTC70","19.99","14.99","29.99","14.99","29.99","14.99",,"18.99",,"18.99"
"5412","KT1182B","XMASREDFLKTC90","24.99","17.99","36.99","18.99","36.99","18.99","24.99","19.99",,"19.99"
"5413","KT1191A","XMASVECTORTC70","19.99","14.99","29.99","14.99","29.99","14.99",,"18.99",,"14.99"
"5414","KT1191B","XMASVECTORTC90","24.99","17.99","33.49","18.49","33.49","18.49",,"21.99",,"17.99"
"5415","KT1561","NAPKIN4BLUE","10.99","5.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5416","KT1194","NAPKIN4BLACK","10.99","5.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5417","KT1198","NAPKIN4CHOCOLATE","10.99","5.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5418","KT1202","NAPKIN4CREAM","10.99","5.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5419","KT1206","KT033AX6","10.99","5.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5420","KT1210","NAPKIN4WHITE","10.99","5.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5421","KT1239","NAPKIN4ORANGE","10.99","5.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5422","KT1240","NAPKIN4PLUM","10.99","5.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5423","KT1562","NAPKIN4PURPLE","10.99","5.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5424","KT1107","NAP4BLKCHKBLUE","10.99","5.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5425","KT1112","NAP4BLKCHKGRN","10.99","5.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5426","KT1117","NAP4BLKCHKPINK","10.99","5.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5427","KT1228","NAP4BLKCHKORNG","10.99","5.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5428","KT1139","KT038AX6","10.99","5.99","10.99","5.99","10.99","5.99",,"9.99",,"9.99"
"5429","KT1163","XMASDGREENNPKIN4","9.99","5.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5430","KT1169","XMASLGREENNPKIN4","9.99","6.99",,,"19.99","9.99",,"9.99",,"9.99"
"5431","KT1173","XMASSNOWFLNPKIN4","9.99","6.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5432","KT1178","XMASREDNPKIN4","9.99","6.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5433","KT1179","XMASREDFLKNPKIN4","9.99","6.99","19.99","9.99","19.99","9.99",,"9.99",,"9.99"
"5434","KT1197","RUNNERBLACK","14.99","7.99","24.99","12.49","24.99","12.49",,"11.99",,"11.99"
"5435","KT1200","RUNNERCHOCO","14.99","7.99","24.99","12.49","24.99","12.49",,"11.99",,"11.99"
"5436","KT1204","RUNNERCREAM","14.99","7.99","24.99","12.49","24.99","12.49",,"11.99",,"11.99"
"5437","KT1208","RUNNERLIME","14.99","7.99","24.99","12.49","24.99","12.49",,"11.99",,"11.99"
"5438","KT1212","RUNNERWHITE","14.99","7.99","24.99","12.49","24.99","12.49",,"11.99",,"11.99"
"5439","KT1233","RUNNERORANGE","14.99","7.99","24.99","12.49","24.99","12.49",,"11.99",,"11.99"
"5440","KT1234","RUNNERPLUM","14.99","7.99","24.99","12.49","24.99","12.49",,"11.99",,"11.99"
"5441","KT1235","RUNNERRED","14.99","7.99","24.99","12.49","24.99","12.49",,"11.99",,"11.99"
"5442","KT1554","RUNNERPURPLE","14.99","7.99","24.99","12.49","24.99","12.49",,"11.99",,"11.99"
"5443","KT1167","XMASSNOWFLRUNR","14.99","8.99","24.99","12.49","24.99","12.49",,"11.99",,"11.99"
"5444","KT1171","XMASMACDUFFRUNR","14.99","8.99","24.99","12.49","24.99","12.49",,"11.99",,"11.99"
"5445","KT1175","XMASEDWARDRUNR","14.99","8.99","24.99","12.49","24.99","12.49",,"11.99",,"11.99"
"5446","KT1181","XMASREDFLKRUNR","14.99","8.99","24.99","12.49","24.99","12.49",,"11.99",,"11.99"
"5447","KT1190","XMASVECTORRUNR","14.99","8.99","24.99","12.49","24.99","12.49",,"11.99",,"8.99"
"5448","KT1195","PM2BLACK","5.99","3.99","15.75","7.75","15.75","7.75",,"7.99",,"7.99"
"5449","KT1199","PM2CHOCO","5.99","3.99","15.75","7.75","15.75","7.75",,"7.99",,"7.99"
"5450","KT1203","PM2CREAM","5.99","3.99","15.75","7.75","15.75","7.75",,"7.99",,"7.99"
"5451","KT1207","KT032AX2","5.99","3.99","15.75","7.75","15.75","7.75",,"7.99",,"7.99"
"5452","KT1211","PM2WHITE","5.99","3.99","15.75","7.75","15.75","7.75",,"7.99",,"7.99"
"5453","KT1223","PMSOLIDRED2","5.99","3.99","15.75","7.75","15.75","7.75",,"7.99",,"7.99"
"5454","KT1224","PMSOLIDPLUM2","5.99","3.99","15.75","7.75","15.75","7.75",,"7.99",,"7.99"
"5455","KT1225","PMSOLIDORNG2","5.99","3.99","15.75","7.75","15.75","7.75",,"7.99",,"7.99"
"5456","KT1553","PM2PURPLE","5.99","3.99","15.75","7.75","15.75","7.75",,"7.99",,"7.99"
"5457","KT1227","PM2BLKCHKORNG","5.99","3.99","15.75","7.75","15.75","7.75",,"7.99",,"7.99"
"5458","KT1109","KT042AX2","5.99","3.99","15.75","7.75","15.75","7.75",,"7.99",,"7.99"
"5459","KT1114","KT042BX2","5.99","3.99","15.75","7.75","15.75","7.75",,"7.99",,"7.99"
"5460","KT1118","KT042CX2","5.99","3.99","15.75","7.75","15.75","7.75",,"7.99",,"7.99"
"5461","KT1166","XMASSNOWFLPM2","9.99","5.99","17.75","8.99","17.75","8.99",,"9.99",,"9.99"
"5462","KT1170","XMASMACDUFFPM2","9.99","5.99","15.75","7.75","15.75","7.75",,"9.99",,"9.99"
"5463","KT1174","XMASEDWARDPM2","9.99","5.99","15.75","7.75","15.75","7.75",,"9.99",,"9.99"
"5464","KT1189","XMASVECTORPM2","9.99","5.99","17.75","8.99","17.75","8.99",,"9.99",,"9.99"
"5465","KT1180","XMASREDFLKPM2A","9.99","5.99","17.75","8.99","17.75","8.99",,"9.99",,"9.99"
"5466","KT1157A","SOLIDLIMETCA","24.99","14.99","43.99","21.99","24.99","14.99",,,,"14.99"
"5467","KT1157B","SOLIDLIMETCB","29.99","16.99","48.99","24.49","29.99","16.99",,,,"16.99"
"5468","KT1147","SOLIDLIMEPMA","29.99","19.99","55.99","27.99","55.99","27.99","29.99","19.99",,"19.99"
"5469","KT1148","PMAWHITE","29.99","19.99","55.99","27.99","55.99","27.99",,,,"19.99"
"5470","KT1547","PMAORANGE","29.99","19.99","55.99","27.99","55.99","27.99",,,,"19.99"
"5471","KT1152","SOLIDLIMEPM","39.99","24.99","67.99","33.99","67.99","33.99","39.99","29.90",,"29.90"
"5472","KT1153","PMBWHITE","39.99","24.99","67.99","33.99","67.99","33.99","39.99","29.99",,"29.99"
"5473","KT1550","PMBORANGE","39.99","24.99","67.99","33.99","67.99","33.99",,,,"24.99"
"5474","SF1317A","XMASTCCHECK70","19.99","9.99","29.99","14.99","29.99","14.99","19.99","12.99",,"12.99"
"5475","SF1317B","XMASTCCHECK90","24.99","12.99","34.99","17.99","34.99","17.99",,"16.99",,"16.99"
"5476","KT1164","TCGINGRED","24.99","9.99","24.99","9.99","24.99","16.99","24.99","12.99",,"12.99"
"5477","KT1182AA","XMASREDFLKTC70BORD","19.99","14.99","29.99","19.99","29.99","19.99",,"18.99",,"18.99"
"5478","KT1182BB","XMASREDFLKTC90BORD","24.99","17.99","36.99","18.99","36.99","18.99","24.99","19.99",,"19.99"
"5479","KT1613","KT027AX2","5.99","3.99","15.75","7.75","15.75","7.75",,"7.99",,"7.99"
"5480","KT1214","CHAIRPADBLACK","14.99","6.99","29.99","14.99","29.99","14.99",,,,"6.99"
"5481","KT1215","CHAIRPADCHOCO","14.99","6.99","29.99","14.99","29.99","14.99","14.99","10.99",,"10.99"
"5482","KT1216","CHAIRPADCREAM","14.99","6.99","29.99","14.99","29.99","14.99",,,,"6.99"
"5483","KT1217","CHAIRPADLIME","14.99","6.99","29.99","14.99","29.99","14.99","14.99","10.99",,"10.99"
"5484","KT1218","CHAIRPADORANGE","14.99","6.99","29.99","14.99","29.99","14.99",,,,"6.99"
"5485","KT1219","CHAIRPADPLUM","14.99","6.99","29.99","14.99","29.99","14.99",,,,"6.99"
"5486","KT1220","CHAIRPADRED","14.99","6.99","29.99","14.99","29.99","14.99",,,,"6.99"
"5487","KT1221","CHAIRPADWHITE","14.99","6.99","29.99","14.99","29.99","14.99",,,,"6.99"
"5488","KT1563","CHAIRPADGREY","14.99","6.99","29.99","14.99","29.99","14.99","14.99","10.99",,"10.99"
"5489","KT1564","CHAIRPADMAUVE","14.99","6.99","29.99","14.99","29.99","14.99",,,,"6.99"
"5490","KT1565","CHAIRPADPURPLE","14.99","6.99","29.99","14.99","29.99","14.99","14.99","10.99",,"10.99"
"5491","KT1222","CHAIRPADBLKWHTSTRIP","14.99","6.99","29.99","14.99","29.99","14.99",,,,"6.99"
"5492","KT1601","FRILLCUSOWL","14.99","7.99","24.99","19.99","24.99","19.99","14.99","9.99",,"9.99"
"5493","KT1602","FRILLCUSCUPCAKE","14.99","7.99","24.99","19.99","24.99","19.99","14.99","9.99",,"9.99"
"5494","KT1603","FRILLCUSMULTIPOLK","14.99","7.99","24.99","19.99","24.99","19.99","14.99","9.99",,"9.99"
"5495","KT1604","FRILLCUSBALLET","14.99","7.99","24.99","19.99","24.99","19.99","14.99","9.99",,"9.99"
"5496","KT1605","FRILLCUSBLUSTAR","14.99","7.99","24.99","19.99","24.99","19.99","14.99","9.99",,"9.99"
"5497","KT1606","FRILLCUSRETROFLR","14.99","7.99","24.99","19.99","24.99","19.99","14.99","9.99",,"9.99"
"5498","KT1607","FRILLCUSBIRDFLR","14.99","7.99","24.99","19.99","24.99","19.99","14.99","9.99",,"9.99"
"5499","KT1608","FRILLCUSBLUROSE","14.99","7.99","24.99","19.99","24.99","19.99","14.99","9.99",,"7.99"
"5500","KT1214X4","CHAIRPADBLACKX4","24.99","24.99","34.99","34.99","34.99","34.99",,,,"24.99"
"5501","KT1215X4","CHAIRPADCHOCOX4","24.99","24.99","34.99","34.99","34.99","34.99",,,,"24.99"
"5502","KT1216X4","CHAIRPADCREAMX4","24.99","24.99","34.99","34.99","34.99","34.99",,,,"24.99"
"5503","KT1217X4","CHAIRPADLIMEX4","24.99","24.99","34.99","34.99","34.99","34.99",,,,"24.99"
"5504","KT1218X4","CHAIRPADORANGEX4","24.99","24.99","34.99","34.99","34.99","34.99",,,,"24.99"
"5505","KT1219X4","CHAIRPADPLUMX4","24.99","24.99","34.99","34.99","34.99","34.99",,,,"24.99"
"5506","KT1220X4","CHAIRPADREDX4","24.99","24.99","34.99","34.99","34.99","34.99",,,,"24.99"
"5507","KT1221X4","CHAIRPADWHITEX4","24.99","24.99","34.99","34.99","34.99","34.99",,,,"24.99"
"5508","KT1222X4","CHAIRPADBLKWHTSTRIPX4","24.99","24.99","34.99","34.99","34.99","34.99",,,,"24.99"
"5509","KT1563X4","CHAIRPADGREYX4","24.99","24.99","34.99","34.99","34.99","34.99",,,,"24.99"
"5510","KT1564X4","CHAIRPADMAUVEX4","24.99","24.99","34.99","34.99","34.99","34.99",,,,"24.99"
"5511","KT1565X4","CHAIRPADPURPLEX4","24.99","24.99","34.99","34.99","34.99","34.99",,,,"24.99"
"5512","DM1104","DRMFLOGARD","14.99","8.99","25.98","17.99","25.98","17.99","14.99","12.99",,"12.99"
"5513","DM1131","DM18","14.99","8.99",,,"25.98","17.99","12.99","12.99",,"12.99"
"5514","DM1126","DOMUNIJACK","14.99","8.99",,,"25.98","17.99","12.99","12.99",,"12.99"
"5515","DM1118","DOMRAINBOWSTRIPE","14.99","8.99",,,"25.98","17.99","12.99","12.99",,"12.99"
"5516","DM1105","DM29","14.99","8.99","25.98","17.99","25.98","17.99","12.99","12.99",,"12.99"
"5517","DM1107","DRMSCRMOON","14.99","8.99","25.98","17.99","25.98","17.99","14.99","12.99",,"12.99"
"5518","DM1117","DM25","14.99","8.99","25.98","17.99","25.98","17.99","12.99","12.99",,"12.99"
"5519","DM1120","DM26","14.99","8.99","25.98","17.99","25.98","17.99","12.99","12.99",,"12.99"
"5520","DM1102","DOMCOMEINGOAWAY","14.99","8.99",,,"25.98","17.99","12.99","12.99",,"12.99"
"5521","DM1101","DM24","14.99","8.99","25.98","17.99","25.98","17.99","14.99","12.99",,"12.99"
"5522","DM1129","DRMPAWS","14.99","8.99","25.98","17.99","25.98","17.99","14.99","12.99",,"12.99"
"5523","DM1110","DM21","19.99","12.99","28.99","19.99","28.99","19.99","16.99","16.99",,"16.99"
"5524","DM1125","DM23","14.99","8.99","25.98","17.99","25.98","17.99","12.99","12.99",,"12.99"
"5525","DM1119","DRMNAUT","14.99","8.99","25.98","17.99","25.98","17.99","12.99","12.99",,"12.99"
"5526","DM1127","DRMCATWEL","14.99","8.99","25.98","17.99","25.98","17.99","12.99","12.99",,"12.99"
"5527","DM1123","DRMSCROLL","14.99","8.99","25.98","17.99","25.98","17.99","14.99","14.99",,"9.99"
"5528","DM1121","DRMPINKFLO","14.99","8.99","25.98","17.99","25.98","17.99","12.99","12.99",,"12.99"
"5529","DM1116","DM28","14.99","8.99",,,"25.98","17.99",,,,"9.99"
"5530","DM1109","DM20","14.99","8.99","25.98","17.99","25.98","17.99","14.99","9.99",,"9.99"
"5531","DM1130","DM30","14.99","8.99","25.98","17.99","25.98","17.99","14.99","12.99",,"12.99"
"5532","DM1111","DOMHELLOGBYE","14.99","8.99","25.98","17.99","25.98","17.99","14.99","12.99",,"12.99"
"5533","DM1114","DRMMARRIED","14.99","8.99","25.98","17.99","25.98","17.99","14.99","9.99",,"9.99"
"5534","DM1112","DM17","14.99","8.99","25.98","17.99","25.98","17.99","14.99","12.99",,"12.99"
"5535","DM1108","DRMHALFMOO","14.99","8.99","25.98","17.99","25.98","17.99","14.99","9.99",,"9.99"
"5536","DM1128","DRMWELAGAIN","14.99","8.99","25.98","17.99","25.98","17.99","14.99","9.99",,"9.99"
"5537","DM1122","DRMCOIRRUB","14.99","8.99","25.98","17.99","25.98","17.99","14.99","9.99",,"9.99"
"5538","DM1132","DRMHOMEHEART","14.99","8.99","25.98","17.99","25.98","17.99","14.99","9.99",,"9.99"
"5539","DM1115","DM22","14.99","8.99","25.98","17.99","25.98","17.99","12.99","12.99",,"12.99"
"5540","DM1124","DM31","14.99","8.99",,,"25.98","17.99","12.99","12.99",,"12.99"
"5541","RU1229BA","PAPCHINDIRUGWHT66200","39.99","24.99",,,"56.99","34.99",,,,
"5542","SF1303A","CURLIN-4452","11.99","7.99",,,"24.99","18.99","11.99","9.99",,"9.99"
"5543","SF1303B","CURLIN-4470","14.99","10.99",,,"28.99","21.99","14.99","14.99",,"14.99"
"5544","SF1303C","CURLIN-4488","16.99","12.99",,,"31.99","24.99","16.99","16.99",,"16.99"
"5545","SF1303D","CURLIN-6452","16.99","10.99",,,"31.99","24.99","16.99","14.99",,"14.99"
"5546","SF1303E","CURLIN-6470","24.99","15.99",,,"43.99","32.99","24.99","19.99",,"19.99"
"5547","SF1303F","CURLIN-6488","24.99","18.99",,,"43.99","36.99","24.99","22.99",,"22.99"
"5548","SF1303G","CURLIN-9052","22.99","16.99",,,"39.99","32.99","22.99","19.99",,"19.99"
"5549","SF1303H","CURLIN-9070","25.99","21.99",,,"56.99","39.99","25.99","24.99",,"24.99"
"5550","SF1303I","CURLIN-9088","32.99","26.99",,,"65.99","48.99","32.99","29.99",,"29.99"
"5551","BK1151","ALMDF-BOOKCHESS","39.99","19.99",,,"67.99","34.99",,,,"19.99"
"5552","BK1143","AL-BOOKCHESS","59.99","24.99",,,"97.99","39.99",,,,"24.99"
"5553","BK1141","AL-BOOK","79.99","39.99",,,"128.99","65.99","79.99","42.99",,"39.99"
"5554","BK1150","ALWD-BOOKALPHA","69.99","34.99",,,"112.99","54.99","69.99","37.99",,"34.99"
"5555","BK1148","AL-BOOKRAIN","49.99","39.99",,,"144.99","79.99",,,,"39.99"
"5556","BK1149","AL-BOOKSIGN","39.99","19.99",,,"67.99","34.99",,,,"19.99"
"5557","BK1146","ALWD-BOOKNAUT","69.99","34.99",,,"112.99","54.99",,,,"34.99"
"5558","BK1144","AL-BOOKFISH","59.99","24.99",,,"97.99","39.99","59.99","27.99",,"24.99"
"5559","BK1142","AL-BOOKCAR","59.99","24.99",,,"97.99","39.99",,,,"24.99"
"5560","BK1145","AL-BOOKLOVE","59.99","24.99",,,"97.99","39.99",,,,"24.99"
"5561","BK1147","AL-BOOKREAD","59.99","24.99",,,"97.99","39.99",,,,"24.99"
"5562","BK1140","AL-BOOKBOAT","59.99","24.99",,,"97.99","39.99",,,,"24.99"
"5563","AC1190","H-AC1190","59.99","24.99",,,"79.99","39.99","59.99","27.99",,"24.99"
"5564","AC1191","H-AC1191","59.99","24.99",,,"79.99","39.99",,,,"24.99"
"5565","AC1193","H-AC1193","59.99","24.99",,,"79.99","39.99",,,,"24.99"
"5566","AC1197","H-AC1197","59.99","24.99",,,"79.99","39.99","59.99","27.99",,"24.99"
"5567","AC1199","H-AC1199","69.99","34.99",,,"89.99","59.99","69.99","37.99",,"34.99"
"5568","HK1208","AL-HOOKMRS","19.99","12.99",,,"34.99","24.99","19.99","15.99",,"12.99"
"5569","HK1207","AL-HOOKMR","14.99","9.99",,,"28.99","19.99","14.99","12.99",,"9.99"
"5570","HK1202","AL-HOOKSCOAT","34.99","19.99",,,"58.99","34.99",,,,"19.99"
"5571","HK1203","AL-HOOKHERS","19.99","9.99",,,"34.99","24.99",,,,"9.99"
"5572","HK1205","AL-HOOKHOME","19.99","14.99",,,"34.99","29.99","19.99","17.99",,"14.99"
"5573","HK1201","AL-HOOKSBED","24.99","14.99",,,"43.99","27.99","24.99","17.99",,"14.99"
"5574","HK1206","AL-HOOKSKITCH","14.99","9.99",,,"29.99","24.99",,,,"9.99"
"5575","HK1204","AL-HOOKHIS","16.99","9.99",,,"29.99","24.99","29.99","12.99",,"9.99"
"5576","HK1209","IR-HOOKSCAT","19.99","8.99",,,"34.99","19.99",,,,"8.99"
"5577","HK1210","IR-HOOKS","19.99","11.99",,,"34.99","24.99",,,,"11.99"
"5578","AC1200","H-AC1200","129.99","99.99",,,"179.99","139.99","129.99","102.99",,"99.99"
"5579","AC1201","H-AC1201","129.99","89.99",,,"179.99","129.99","129.99","92.99",,"89.99"
"5580","AC1202","H-AC1202","129.99","99.99",,,"179.99","139.99","129.99","102.99",,"99.99"
"5581","AC1203","H-AC1203","14.99","9.99",,,"19.99","14.99",,,,"9.99"
"5582","AC1204","H-AC1204","29.99","19.99",,,"39.99","29.99",,,,"19.99"
"5583","AC1205","H-AC1205","19.99","14.99",,,"29.99","22.99","19.99","17.99",,"14.99"
"5584","AC1206","H-AC1206","12.99","8.99",,,"24.99","14.99",,,,"8.99"
"5585","AC1207","H-AC1207","12.99","8.99",,,"19.99","14.99","12.99","11.99",,"8.99"
"5586","AC1208","H-AC1208","69.99","44.99",,,"89.99","69.99","69.99","47.99",,"44.99"
"5587","AC1219","H-AC1219","29.99","19.99",,,"39.99","29.99","29.99","22.99",,"19.99"
"5588","WA1152","IR-WALLART3","19.99","14.99",,,,,,,,"14.99"
"5589","WA1154","IR-WALLART7","29.99","19.99",,,,,,,,"19.99"
"5590","WA1155","IR-WALLART4","19.99","14.99",,,,,,,,"14.99"
"5591","WA1153","IR-WALLART5","29.99","19.99",,,,,"59.99","22.99",,"19.99"
"5592","WA1156","IR-WALLART1","39.99","19.99",,,,,"79.99","22.99",,"19.99"
"5593","WA1151","IR-WALLART2","19.99","14.99",,,,,"49.99","17.99",,"14.99"
"5594","WA1157","IR-WALLART6","29.99","19.99",,,,,,,,"19.99"
"5595","AC1218","H-AC1218","79.99","49.99",,,,,,,,
"5596","AC1220","H-AC1220","24.99","14.99",,,,,"24.99","17.99",,"14.99"
"5597","AC1221","H-AC1221","24.99","14.99",,,,,"24.99","17.99",,"14.99"
"5598","AC1222","H-AC1222","24.99","14.99",,,,,"24.99","17.99",,"14.99"
"5599","AC1223","H-AC1223","24.99","14.99",,,,,,,,"14.99"
"5600","AC1159","H-100007","19.99","14.99",,,"29.99","19.99","18.99","18.99",,"14.99"
"5601","AC1160","H-100010","19.99","14.99",,,"29.99","19.99","18.99","18.99",,"14.99"
"5602","AC1161","H-100014","19.99","14.99",,,"29.99","19.99","18.99","18.99",,"14.99"
"5603","AC1165","H-100130","19.99","14.99",,,"29.99","19.99","18.99","18.99",,"14.99"
"5604","AC1166","H-100132","19.99","14.99",,,"29.99","19.99","18.99","18.99",,"14.99"
"5605","AC1167","H-100134","19.99","14.99",,,"29.99","19.99","18.99","18.99",,"14.99"
